% Model,cyl_test.mph
% Version,COMSOL 6.1.0.252
% Date,"May 11 2023, 17:25"
% Dimension,3
% Nodes,9072
% Expressions,18
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,nm
% X,Y,Z,u (nm) @ lambda=1,v (nm) @ lambda=1,w (nm) @ lambda=1,u (nm) @ lambda=2,v (nm) @ lambda=2,w (nm) @ lambda=2,u (nm) @ lambda=3,v (nm) @ lambda=3,w (nm) @ lambda=3,u (nm) @ lambda=4,v (nm) @ lambda=4,w (nm) @ lambda=4,u (nm) @ lambda=5,v (nm) @ lambda=5,w (nm) @ lambda=5,u (nm) @ lambda=6,v (nm) @ lambda=6,w (nm) @ lambda=6
-1.72289008536905,9.850464443554783,88.99400154644867,4.2328383894462445E17,7.3973495688535232E17,-1.17992273511445488E17,7.3870564525248704E17,-4.2448654667271219E17,9.8139620738833552E16,-8.7532011458768141E17,-1.52061491664246374E18,1.75100841388491264E17,-1.52465945605272474E18,8.7054536699840986E17,-1.45612076501153504E17,1.19473888445587328E18,2.05991471998850842E18,-1.0317049234299648E17,2.0757748623231424E18,-1.17606430849521229E18,8.5789276210223216E16
-3.396405743786882,9.40555304187752,89.99403880392411,4.3090669207386413E17,7.5296478013985626E17,-9.964778702309128E16,7.524295823303904E17,-4.3231960843573037E17,1.17442450208400176E17,-8.8752647557527603E17,-1.5416445337018263E18,1.4586301227367088E17,-1.54390962550574925E18,8.8143134730972787E17,-1.71879267230070304E17,1.20382640549467162E18,2.07537602938467456E18,-8.1046599517700672E16,2.08405239670322202E18,-1.18058449754336077E18,9.5497374014242176E16
-4.965664347852047,8.679987188036115,89.18228695863087,4.2455592836531731E17,7.4176686852935744E17,-7.770604988967848E16,7.4174143063723776E17,-4.261203913432848E17,1.32467978752889392E17,-8.7827017322133453E17,-1.52641574532557082E18,1.15029933082183056E17,-1.52647454603077965E18,8.7196156047629875E17,-1.96054127831487008E17,1.19899611353625011E18,2.07000598095641421E18,-6.7058995682625472E16,2.07027708673863885E18,-1.17444021867359437E18,1.14287245155264448E17
-7.673469904108805,6.412320923872759,87.69716197691329,4.1326658712215814E17,7.2128328715401408E17,-2.6658878616511312E16,7.2234882108405824E17,-4.1454390840445843E17,1.5037754190387024E17,-8.600622699005303E17,-1.49813918159024947E18,4.0273023628650056E16,-1.49430153000066278E18,8.5551338852573427E17,-2.27048904487034624E17,1.18510947727833984E18,2.05901299396079846E18,-2.5430697328143492E16,2.04351532376768435E18,-1.16668314780264064E18,1.43345988741736464E17
-6.420009609619994,7.66703832078508,88.39548186854405,4.1851078427026067E17,7.3090826012213517E17,-5.2945934576144864E16,7.3144649377943283E17,-4.2003581596590906E17,1.43686799744120464E17,-8.6884529620375949E17,-1.5115227270794135E18,7.9223122584668208E16,-1.50944844382004326E18,8.6308722785107136E17,-2.14938269758023296E17,1.19255010702996352E18,2.06445654113719475E18,-4.8238080337377576E16,2.05625592995494221E18,-1.16966683093464064E18,1.30863801167141328E17
-4.966863721677944,8.679300937879702,87.1463241652283,4.0882717743428998E17,7.1446225261802432E17,-7.7087603284795632E16,7.1443564285947814E17,-4.1053444110801658E17,1.31455386016953072E17,-8.5420153427079117E17,-1.48487469229482214E18,1.17255794652369392E17,-1.48492541507964134E18,8.483945869056416E17,-1.99911337091133984E17,1.18357221842785408E18,2.04369222992268083E18,-7.6078666097951632E16,2.04394637598969523E18,-1.15968571999632691E18,1.2969996620085544E17
-3.396405743786871,9.405553041877525,87.99396428897317,4.1541295950711046E17,7.260839950329641E17,-9.8921014044010128E16,7.2549970432912576E17,-4.1695718525880787E17,1.16585820554820624E17,-8.6408909975563866E17,-1.50124862766168346E18,1.48789494497148128E17,-1.50334216846236083E18,8.584528652034743E17,-1.75327612970912512E17,1.18946247603178112E18,2.05095010910006605E18,-9.2524950569218496E16,2.05940268232351514E18,-1.16681718110649114E18,1.09022088772377104E17
-1.7228900853690348,9.850464443554788,86.99392703149773,4.0785883303412474E17,7.1297407578426355E17,-1.17089768700799184E17,7.1185336505863462E17,-4.0916857222326733E17,9.7388652520211856E16,-8.5169599928237414E17,-1.47989763776726502E18,1.78440825004022816E17,-1.48362001750531046E18,8.4729824574261133E17,-1.48389111495973632E17,1.1795091884740247E18,2.03400599672734694E18,-1.16626587775387664E17,2.04943207663833114E18,-1.16134108994853478E18,9.6978640201129072E16
0,9.999999999999998,87.99396428897319,4.1577522961112864E17,7.2651070595151923E17,-1.32637739706692656E17,7.250727520178089E17,-4.1659475273005216E17,7.6057507789569408E16,-8.6276651958622259E17,-1.49969061178627456E18,1.99491946102667104E17,-1.50489953076459392E18,8.5977450578553024E17,-1.14369057137826576E17,1.18414823153715302E18,2.04469118978208026E18,-1.24050763932639024E17,2.06566106458758938E18,-1.1721296315340311E18,7.1112233738288584E16
-9.850464443554785,1.722890085369033,86.99392703149773,4.0866284026009293E17,7.1157187375314829E17,5.1863443823626872E16,7.1325548957199987E17,-4.0836455274399379E17,1.43195038497542272E17,-8.4899643809850765E17,-1.48460585671399091E18,-7.9011627589368368E16,-1.47891131086718182E18,8.4999762330201587E17,-2.18216413027827072E17,1.16835700547094349E18,2.05345917293959808E18,5.1636117568205056E16,2.02997806797768678E18,-1.17249290149376435E18,1.42627050567939856E17
-8.678418858950344,4.968404785101047,86.9939270314977,4.0808754492418912E17,7.1167209138037594E17,1.0541619228476155E14,7.1315544513522688E17,-4.0893997515970963E17,1.52298311265033632E17,-8.5092892135902323E17,-1.48426949358444621E18,-1.3944037469381912E14,-1.47924833921874355E18,8.4806539483517018E17,-2.32081186111292192E17,1.17634008745669734E18,2.05206871861359027E18,8.739414322053288E13,2.0313694517639575E18,-1.16450980806630374E18,1.51686104422728288E17
-7.67312152999116,6.412737791769291,85.69134448626629,3.9787463040527021E17,6.9448973603094746E17,-2.6449927413452036E16,6.9564611166566861E17,-3.9925989323298003E17,1.49152345672187936E17,-8.3608469395380032E17,-1.45648843180726579E18,4.1005071203608608E16,-1.45297498198678758E18,8.319200498635351E17,-2.31107247968991648E17,1.16865416007880499E18,2.03054867709696742E18,-2.8447587556624188E16,2.0155047356778816E18,-1.15076495062251533E18,1.603106235314936E17
-9.405553041877525,3.396405743786863,85.99388977402224,4.0071945381180109E17,6.9821163202952397E17,2.6274387609784084E16,6.9996535998189325E17,-4.0102590187790074E17,1.49379839134179296E17,-8.3809025248477632E17,-1.46376010708844723E18,-4.0534179523134656E16,-1.45831215334584499E18,8.3714323078055002E17,-2.30582062142422048E17,1.16427960151596262E18,2.03905301987955174E18,2.773934049203406E16,2.01591480914797798E18,-1.16025056141372646E18,1.5783256236265264E17
-8.678418858950355,4.96840478510103,84.99385251654684,3.9280205658216909E17,6.8501519388579136E17,1.0441404017270777E14,6.8662090456069414E17,-3.9372426811156755E17,1.51023241651698016E17,-8.269399684363081E17,-1.44242611318901939E18,-1.4132217460944697E14,-1.43784427372138061E18,8.243283756138976E17,-2.3606639895145616E17,1.15939974843194547E18,2.02251908770101222E18,9.602959946248769E13,2.00244800910460134E18,-1.14793191041459494E18,1.68689576506609696E17
-7.6738569793327995,6.411857691866318,83.70087776441616,3.827270566200528E17,6.6812198846568666E17,-2.6200104008821452E16,6.6936932977806221E17,-3.8421997571428512E17,1.47841684169562336E17,-8.1188386274228134E17,-1.41445382750744576E18,4.1630156325056968E16,-1.41126705532568294E18,8.0811138697294029E17,-2.34785744481354208E17,1.1505600502423008E18,1.99925344103723085E18,-3.1324716475194692E16,1.98468956685517414E18,-1.13325479442577088E18,1.76638741841349024E17
-6.418752239513788,7.668091006745856,84.3795280187356,3.8770901505751405E17,6.7737808925632806E17,-5.209796864785044E16,6.7801046767600678E17,-3.8950059888866586E17,1.41313532674499184E17,-8.2062752556489267E17,-1.42807734457445709E18,8.207665396193176E16,-1.42634387681284838E18,8.1582156230585869E17,-2.2256540975846096E17,1.15893778473753421E18,2.00675050215189171E18,-6.01413894842018E16,1.99903628345201434E18,-1.13739913957451763E18,1.6306816878827824E17
-6.417055637937877,7.669510867037723,86.38394883870573,4.0302007712927411E17,7.0398742232837376E17,-5.258209839147436E16,7.0457155928319386E17,-4.046787124691623E17,1.42529968053323312E17,-8.4490679045112179E17,-1.47009153143784858E18,8.0781256385424784E16,-1.46818967798132608E18,8.3961944221880307E17,-2.18905118740316544E17,1.17662129549436749E18,2.03710393393075738E18,-5.4332161646637376E16,2.02915250749700941E18,-1.15437941591902285E18,1.47219926206358912E17
-4.965907885609077,8.679847859936576,85.17304890101322,3.9370112794939462E17,6.882061335354281E17,-7.6469876583896048E16,6.8817744170886106E17,-3.9554768373660851E17,1.30369109783539568E17,-8.3044275912372237E17,-1.44387037085777331E18,1.19282850722090192E17,-1.44391575189133005E18,8.2513425914209856E17,-2.03316192635929952E17,1.16682695239227674E18,2.01510291555638963E18,-8.460456163204424E16,2.01535159692820966E18,-1.14364906566641459E18,1.44198745019905504E17
-3.396405743786864,9.405553041877527,85.99388977402225,4.000347994730361E17,6.9940561727812864E17,-9.8128838942361536E16,6.9877157676273779E17,-4.0171086258313222E17,1.1565197993525944E17,-8.4020130724258317E17,-1.4600782147414679E18,1.51485162179047968E17,-1.46199496225255347E18,8.3503312736515571E17,-1.78503301908514784E17,1.17326406757543962E18,2.02338126658959488E18,-1.03692589711492368E17,2.0315879447124201E18,-1.15126709105578611E18,1.22179224345518448E17
-3.396405743786881,9.405553041877521,83.99381525907127,3.8478231782602272E17,6.729467998740873E17,-9.7271394490176368E16,6.7226305127623565E17,-3.865908030544441E17,1.14641338144666176E17,-8.1589843647407373E17,-1.41819601273559066E18,1.5394588292159056E17,-1.41993258148334771E18,8.1120987503805837E17,-1.81402759590385152E17,1.15527934146405658E18,1.99275900520268211E18,-1.14522835920454336E17,2.00069949664421146E18,-1.13398883413690816E18,1.34940028622789488E17
-1.72289008536905,9.850464443554783,84.99385251654678,3.9255453538958944E17,6.8642432770703245E17,-1.16109666053392656E17,6.8521190188312115E17,-3.9397190211992582E17,9.6573677133450688E16,-8.2763997727049254E17,-1.43843848042257613E18,1.815055843934856E17,-1.44183226913056742E18,8.2362857404530291E17,-1.50938327422646752E17,1.16247359206828211E18,2.00500583467281894E18,-1.29701202941442672E17,2.01996187582576973E18,-1.14485808452098112E18,1.0785100293157256E17
0,9.999999999999998,85.99388977402228,4.0042792783530797E17,6.998687056702729E17,-1.31575536121857152E17,6.9830818490405773E17,-4.0131758376082867E17,7.5448688137264656E16,-8.3898838998282701E17,-1.45864938813150003E18,2.03105410840652512E17,-1.46342332594819482E18,8.3624513635053862E17,-1.1644171711030952E17,1.16810195522040422E18,2.01730131529669299E18,-1.39021355081762288E17,2.03766808780997453E18,-1.15642724277235328E18,7.9695733994830144E16
0,9.999999999999998,83.99381525907131,3.8520656429976806E17,6.7344666024183974E17,-1.30425882471713664E17,6.7176305262775898E17,-3.8616639501702611E17,7.4789040656406192E16,-8.1479848618307622E17,-1.4168998063929239E18,2.06405693792872928E17,-1.42122797824354918E18,8.1230946888281856E17,-1.18332551408470272E17,1.15028405541859162E18,1.98687378703934029E18,-1.5354462471016496E17,2.00658312150196301E18,-1.13898391312688013E18,8.8019822798433392E16
-9.850464443554781,1.7228900853690499,84.9938525165468,3.9342467091672813E17,6.8490674470979802E17,5.1429489515572024E16,6.8672915294709402E17,-3.9310161340704685E17,1.41996316156639088E17,-8.2517738768244749E17,-1.44273323211821389E18,-8.03690423005232E16,-1.43753670608105984E18,8.2609045333797389E17,-2.21963327607699584E17,1.1516599420414025E18,2.02386807152601062E18,5.7424942546651704E16,2.00109868096134938E18,-1.15567052273687117E18,1.58613763344452992E17
-9.405553041877521,3.396405743786881,83.99381525907134,3.8552118399909907E17,6.7165833423748109E17,2.6045099770196112E16,6.7355172521704397E17,-3.8585184307376794E17,1.48074462157893472E17,-8.1398305923160563E17,-1.42153598976502144E18,-4.1193888171794456E16,-1.41659213635863731E18,8.1312456386679821E17,-2.34327706128162336E17,1.14658231860949568E18,2.00792741522546202E18,3.063857711087136E16,1.98552880910588186E18,-1.1426843993213216E18,1.74317754979448352E17
-1.7228900853690392,9.850464443554783,82.99377800159581,3.7738105598006426E17,6.6010316602405798E17,-1.15051365488855088E17,6.5879870060032397E17,-3.7890650851375437E17,9.56934597780492E16,-8.0318908928714458E17,-1.39630168017664589E18,1.84286870388310304E17,-1.39935891578425677E18,7.9957205071194406E17,-1.53251428678818464E17,1.14368603115779085E18,1.97300853532520013E18,-1.42357919835570256E17,1.9874541445225664E18,-1.12666665441200243E18,1.18375817726540272E17
0,9.999999999999998,81.99374074412033,3.701212072399609E17,6.4726250640303014E17,-1.29187879077975088E17,6.4545509831747597E17,-3.7115181812421683E17,7.4079427440038256E16,-7.9023355307371507E17,-1.37450537202185293E18,2.09382111503879584E17,-1.37837970500399949E18,7.8800424699197811E17,-1.20039766312240624E17,1.13074930808988634E18,1.95349989657671757E18,-1.67575597075996928E17,1.97250690885259341E18,-1.11985095780785446E18,9.60641042119584E16
-3.39454023284905,9.406226480771615,81.99407628560192,3.6966811687491834E17,6.467304782825289E17,-9.6370851224386816E16,6.4599585051194509E17,-3.7160976926734803E17,1.13534227091560432E17,-7.9122237648288563E17,-1.37567183377734886E18,1.56202842629568768E17,-1.37722676635438669E18,7.870238421973984E17,-1.839880098794016E17,1.1355693283708512E18,1.95917565244681498E18,-1.25017818935176976E17,1.96684071256588058E18,-1.11503899162064486E18,1.4724633077513776E17
-8.678962820959633,4.967454514376595,82.9922012203917,3.7763560021363053E17,6.5856591090121869E17,1.1965535795199638E14,6.6029478463593062E17,-3.7862814496054522E17,1.49645652154534912E17,-8.0253807874100326E17,-1.39986322763499341E18,-1.6901257389841122E14,-1.39572929663951437E18,8.0018438515042317E17,-2.39686213018233568E17,1.1406995146562935E18,1.9899010719319081E18,1.2435108206635192E14,1.97050512137728998E18,-1.1296228174265033E18,1.8516167987458368E17
-4.9659471162453315,8.679825415217445,83.14078735031592,3.7825496618471814E17,6.6139609600683098E17,-7.57659317104148E16,6.6136552010379379E17,-3.8024585929905734E17,1.29170344836868848E17,-8.0556690418848115E17,-1.40094189362454118E18,1.2115776019949224E17,-1.40098007919818342E18,8.0078387562579878E17,-2.0651425607422256E17,1.1477857626474295E18,1.98258245144369024E18,-9.3092430880349328E16,1.98281910648220544E18,-1.12539820925227149E18,1.58666949316050784E17
-4.966099861238284,8.679738024169225,81.1213046833944,3.6304933899015827E17,6.3500545844973107E17,-7.5012455176801008E16,6.3497281512755725E17,-3.6518430042051226E17,1.27890745549213776E17,-7.8047849967515149E17,-1.35764852518857498E18,1.22824616028718576E17,-1.35767956643610445E18,7.762279857879648E17,-2.093635804618344E17,1.12712167126309082E18,1.94727463736670643E18,-1.01223151799105232E17,1.94750025693422566E18,-1.10557614349146214E18,1.72531394263789024E17
-3.3967616630768758,9.405424509518493,79.9936662366849,3.5469482232850944E17,6.2075986141187955E17,-9.5354598843439568E16,6.1997580891805222E17,-3.5677054503186022E17,1.12390958795872384E17,-7.6619923060637939E17,-1.3325546544335104E18,1.58134221903408928E17,-1.33392018071569178E18,7.6249924977735066E17,-1.86353241314792576E17,1.11418517210174861E18,1.92273637735345434E18,-1.35058195738097776E17,1.93008740820758093E18,-1.09446274832932557E18,1.59150218994062816E17
-6.417340091426521,7.669272856729625,82.36214733854564,3.7243441244096877E17,6.5083472696670093E17,-5.1632447995043008E16,6.5151443101106163E17,-3.7436116605682131E17,1.39971978431383024E17,-7.9580196469606925E17,-1.38511682671595725E18,8.333979996647768E16,-1.38356069900830285E18,7.9148967898238323E17,-2.25865003852170784E17,1.13937837061049869E18,1.97315198158856781E18,-6.585644539146836E16,1.96571450283298483E18,-1.11859562749415872E18,1.78466563736760832E17
-8.678769983112069,4.967791418752697,80.99594822251717,3.6265074596808646E17,6.3243321285241075E17,1.1285602173913183E14,6.342857821198752E17,-3.637137978875129E17,1.48170660321605152E17,-7.7784792484294976E17,-1.3567950978819991E18,-1.6237431204587966E14,-1.35311882141186995E18,7.7575457428236685E17,-2.4292392826222096E17,1.1203698811585673E18,1.95443455250359066E18,1.278392663880968E14,1.93576411139519078E18,-1.1097052865774601E18,2.01010631822961376E17
-7.6746312547612145,6.410930907710852,81.71188657588557,3.6772646091693318E17,6.4201085191296832E17,-2.5932273603169948E16,6.4334958735052506E17,-3.6932755297216819E17,1.46433018236249568E17,-7.8733404507805594E17,-1.37181365330744806E18,4.2188019435563712E16,-1.36896043234961536E18,7.8396107087059238E17,-2.38098235509541152E17,1.13078292927615757E18,1.96503975720338509E18,-3.4096140553760316E16,1.95099202988502042E18,-1.11410205435885466E18,1.92399754736894176E17
-1.7232623980447306,9.850399317158933,80.99370348664489,3.6234848216096659E17,6.3402876685757453E17,-1.13911492771192E17,6.3263167963546099E17,-3.6398268781100346E17,9.475273696734936E16,-7.7838090430031002E17,-1.35355192080561075E18,1.86775240176786144E17,-1.35626558531930138E18,7.7516593399394138E17,-1.55332730646848544E17,1.12320479354822899E18,1.93811007968009242E18,-1.54563659263717664E17,1.95200911950854477E18,-1.10682271783586189E18,1.28534771602243952E17
0,9.999999999999998,79.99366622916942,3.551818166370768E17,6.2133391900138342E17,-1.2786132060841032E17,6.1940196625028262E17,-3.562834116944919E17,7.3318315730746896E16,-7.653312578933193E17,-1.33153204435211571E18,2.12031889557845472E17,-1.3349421788229056E18,7.6336703587749325E17,-1.2155732918415544E17,1.10955784506440358E18,1.91728416899278362E18,-1.81089276621250144E17,1.93553694645508992E18,-1.09909029226388774E18,1.03808521212897216E17
-1.7232624063940107,9.850399315698278,78.99362897169398,3.4746720238869715E17,6.0821875139490048E17,-1.12696840314096048E17,6.0672862056871386E17,-3.4921039574960646E17,9.3742171275737872E16,-7.5325374800479091E17,-1.31025468743360384E18,1.88975197992271392E17,-1.31261969428874317E18,7.5044858623140698E17,-1.57162119203682848E17,1.10109072604520486E18,1.90041533417442918E18,-1.66292731127814112E17,1.91373630469873434E18,-1.08538943500727232E18,1.38288923845148368E17
0,9.999999999999998,77.99359171421847,3.4039891063160627E17,5.9567784963037286E17,-1.26446136883566736E17,5.9362152304597952E17,-3.4157162718900147E17,7.2506851110960336E16,-7.4013045762779136E17,-1.28804701620068147E18,2.14345842191167712E17,-1.29098433922980224E18,7.3843658941663552E17,-1.2288433249774744E17,1.08677254960774925E18,1.87834014974880589E18,-1.94040599985703456E17,1.89578872621897242E18,-1.07676432401693197E18,1.11233785896623344E17
-6.419467890244695,7.667491898014456,80.3924422293277,3.5766241120892781E17,6.2516466014299034E17,-5.1079545371968704E16,6.2589280971786138E17,-3.5972168898592896E17,1.38591301359849872E17,-7.7122166190780173E17,-1.34258637307645542E18,8.434221548627112E16,-1.34120333494682726E18,7.6740379128750374E17,-2.287769915435704E17,1.11862705943621952E18,1.93751440912878618E18,-7.115265940514532E16,1.93034656228112179E18,-1.09864189751291661E18,1.92984115720068608E17
-7.675751331578905,6.40958980713779,79.7276296361682,3.5290732608282413E17,6.1621589522597325E17,-2.5640028299106416E16,6.1764629547907443E17,-3.546163777792903E17,1.44930085844720256E17,-7.6251480280793766E17,-1.32870688778341171E18,4.266550650816624E16,-1.32619437782965171E18,7.5954883294589325E17,-2.41036542226702624E17,1.10942042458214464E18,1.92808149621417907E18,-3.6741586422303048E16,1.91458848467837824E18,-1.09340887199155443E18,2.07531894155471904E17
-4.9663017042718085,8.679622536847264,79.14049263239708,3.4828375493258554E17,6.0937975487807488E17,-7.4221301461024432E16,6.0934580570783245E17,-3.5056045846609562E17,1.26548296798816496E17,-7.55549738519856E17,-1.31463361704873882E18,1.2426711695583848E17,-1.31465853096867405E18,7.5183209560423693E17,-2.1183271837287664E17,1.10522331990125606E18,1.90985079532642381E18,-1.08887578937526384E17,1.91006432819315328E18,-1.08456094026348352E18,1.85603355651079168E17
-9.850399317158933,1.7232623980447306,80.9937034866449,3.6335173109200506E17,6.3227895741331853E17,5.0452106165483232E16,6.3438157542007002E17,-3.6297919576346298E17,1.39314536589482624E17,-7.7640847831061517E17,-1.35699235130443674E18,-8.2695938506871184E16,-1.35282541036979738E18,7.7713894424714842E17,-2.28418057001746464E17,1.11315222726438464E18,1.9556470746083607E18,6.8425940363319752E16,1.93447254058489318E18,-1.11687816700876966E18,1.89024891968468448E17
-9.850464443554783,1.722890085369038,82.99377800159581,3.7831768047617811E17,6.5846994808775488E17,5.0960457699091136E16,6.6043229875144294E17,-3.7796985135782662E17,1.40702429832507344E17,-8.009693040756992E17,-1.40017371061938893E18,-8.1599427427554192E16,-1.3954867580540096E18,8.0179215993723174E17,-2.25365025922175712E17,1.1332401281832992E18,1.99123049062878029E18,6.3026439987640744E16,1.9692303430616553E18,-1.13711412049937216E18,1.74090326037920416E17
-9.406226480771613,3.394540232849051,81.9940762856019,3.7046179341003578E17,6.4534647091999552E17,2.5827202974275428E16,6.4737984201804275E17,-3.7081600903180154E17,1.46663830464525568E17,-7.8950686646464525E17,-1.37866457016146714E18,-4.1835548441329856E16,-1.37423476667330458E18,7.8873936452515341E17,-2.37697377969266912E17,1.12718019193672717E18,1.97381059760622618E18,3.3476145593419852E16,1.95220795743336115E18,-1.12342851672317402E18,1.90236515892120608E17
-9.85039931569828,1.7232624063940087,78.99362897169388,3.4853750277494048E17,6.0635162379725222E17,4.9914144308574264E16,6.0859539161131942E17,-3.481397817473264E17,1.37828443992865872E17,-7.515323683389623E17,-1.31325563686638669E18,-8.3671276420282896E16,-1.30961771902625306E18,7.5216939153114816E17,-2.31108158931116768E17,1.09145401876775616E18,1.91722433991665946E18,7.3622306417861008E16,1.89692591974984115E18,-1.09502593845618931E18,2.0337076223288656E17
-8.679319954565456,4.966830490995431,78.99329478981444,3.4776946837543392E17,6.0648074588054643E17,1.2755057993770917E14,6.0845793444210573E17,-3.4890300731975418E17,1.46588292014366592E17,-7.5275948094442291E17,-1.31303444735965107E18,-1.9039944125377125E14,-1.3098246822680768E18,7.5093390372308467E17,-2.457887257536472E17,1.0983443788073911E18,1.91601769210534682E18,1.5986954126554028E14,1.89811949874587315E18,-1.08812775195354637E18,2.16286757895029792E17
-9.40542450951849,3.396761663076891,79.99366623668486,3.5554278620910547E17,6.1928072476810714E17,2.5527417852984316E16,6.2145499231569357E17,-3.5592237529242758E17,1.45163957812811552E17,-7.6468827169208512E17,-1.3351891968909929E18,-4.2307720777684616E16,-1.33128526055453261E18,7.640095876961664E17,-2.40716707296404512E17,1.1061309768936951E18,1.93678549902613222E18,3.6127372760091976E16,1.91603721392338202E18,-1.10251624628312474E18,2.05588837611988256E17
-3.3965836853147917,9.405488784143722,77.99325657649297,3.3987783783643616E17,5.9506261173594534E17,-9.4301008245824448E16,5.9422820492411354E17,-3.4208782830788422E17,1.11144551428631888E17,-7.4087472227329216E17,-1.28892098790589952E18,1.59864016504200448E17,-1.29009562922296858E18,7.3768398411091917E17,-1.88383383502031392E17,1.09119365808635149E18,1.88354443100421914E18,-1.44723698296570144E17,1.89057111790229734E18,-1.07233578120595853E18,1.70531350746296992E17
-4.966240900993007,8.679657326951576,77.14292301710616,3.3355278139734298E17,5.838163665073801E17,-7.3375586445159952E16,5.8378061560197542E17,-3.3597319330300717E17,1.2510413072335256E17,-7.3012774824137357E17,-1.27077106757388877E18,1.25532232457098704E17,-1.27078925777926477E18,7.269572379499817E17,-2.13985254768742496E17,1.08157202713923725E18,1.86942143548080051E18,-1.16289863032140656E17,1.8696231443163625E18,-1.06185300865792934E18,1.98216469045918048E17
-6.417158340473653,7.669424934979767,78.4129886997157,3.4296768269219398E17,5.9963200320177805E17,-5.0569687731940504E16,6.0040632538188096E17,-3.4516071522290714E17,1.37080495450372048E17,-7.4621942602925363E17,-1.2993237684510615E18,8.5352146659544304E16,-1.29812282292349312E18,7.4290508914262234E17,-2.31301310460695328E17,1.09619613010100326E18,1.89896442286893645E18,-7.6372212815217472E16,1.89211153997401293E18,-1.0770560740641568E18,2.06947838670714656E17
-1.7228900853690268,9.850464443554788,76.99355445674303,3.327469870726256E17,5.8269048422166733E17,-1.11405970726313136E17,5.8110667925676224E17,-3.3460004188893843E17,9.2661154849583552E16,-7.2784429978174656E17,-1.2664772207614976E18,1.90880844627560928E17,-1.26848641686437376E18,7.2545888996030515E17,-1.58733876226142304E17,1.07740538973189824E18,1.86003876515637658E18,-1.77519846207965664E17,1.87274536537332045E18,-1.06243117075289101E18,1.47612018306350304E17
0,9.999999999999998,75.99351719926754,3.2578254683648685E17,5.7031363803947322E17,-1.2494138123277096E17,5.681316637196713E17,-3.2702710280777082E17,7.164401007894716E16,-7.1467052553175974E17,-1.24411616530008858E18,2.1631793429991056E17,-1.24657452595772442E18,7.1325069363158208E17,-1.24015323691268016E17,1.06246246273874125E18,1.83677274963979341E18,-2.06398799778957984E17,1.85337999732293811E18,-1.05293538191727706E18,1.18319247595374896E17
-7.6731407994191265,6.412714734984679,77.68671852047831,3.3782596840428742E17,5.8996743414892838E17,-2.5405574140239836E16,5.9149077126419776E17,-3.3964823845358368E17,1.43265486586982512E17,-7.3668532093592128E17,-1.28384228870295475E18,4.3228338760532408E16,-1.28168968154896896E18,7.3414231542326822E17,-2.43643021850229344E17,1.08582072081612915E18,1.8872262634815465E18,-3.9469275713998432E16,1.87435500831711974E18,-1.0705227856548983E18,2.22422735927213184E17
-9.405488784143726,3.3965836853147806,77.99325657649295,3.4078089511130054E17,5.9348782047760474E17,2.5247427478136644E16,5.9580340709444608E17,-3.411849651784377E17,1.43556260154456336E17,-7.3957195782825229E17,-1.29119339581663539E18,-4.2773611828241568E16,-1.28782375550380109E18,7.3898715412775206E17,-2.43342813788892928E17,1.08349200816853235E18,1.89697949358488602E18,3.8714466466143096E16,1.87713581859537843E18,-1.08003786350821798E18,2.20293210549782432E17
-8.678420975187748,4.9684010886221035,76.99322047861239,3.3306813778885786E17,5.8084354326537715E17,1.0017272784581917E14,5.8294531877039578E17,-3.342740031274663E17,1.44905286984211296E17,-7.2742402998442406E17,-1.2688413344260352E18,-1.4861824261529597E14,-1.26610838231134438E18,7.2587065666611917E17,-2.48260998044307232E17,1.07478932246120947E18,1.87492179079067776E18,1.3081235848042752E14,1.85784990312124339E18,-1.06503936250052672E18,2.308827392147208E17
-9.405553041877521,3.3964057437868824,75.99351719926757,3.2619070638770886E17,5.6799386752795168E17,2.494983721791814E16,5.7045136139470842E17,-3.2661902848214528E17,1.41847893259762704E17,-7.1420640290534182E17,-1.24675864475629542E18,-4.3171723188512576E16,-1.24393260263584794E18,7.137151125959863E17,-2.45580717144135136E17,1.0593437815148791E18,1.854520759019488E18,4.1183524315635272E16,1.83563411278720998E18,-1.05605471622031962E18,2.34320466705482752E17
-9.850464443554785,1.722890085369033,76.99355445674303,3.3388502570358227E17,5.8070604202504243E17,4.9346077744054264E16,5.8309135774783795E17,-3.3346201966646931E17,1.36244153820055312E17,-7.263811489799767E17,-1.26903131397898266E18,-8.45202411562812E16,-1.26593347953499776E18,7.2692247188311053E17,-2.33428026230345952E17,1.06821558878939942E18,1.87607514293208141E18,7.8594958236521216E16,1.85671142738861696E18,-1.07162237110334682E18,2.17087151607809824E17
-9.85046444355478,1.7228900853690576,74.99347994179206,3.1940441683618054E17,5.5535982989314451E17,4.873789457390612E16,5.5788753886494867E17,-3.1895610478595846E17,1.34564977561593904E17,-7.009935821849015E17,-1.22438925280185856E18,-8.5226556576014064E16,-1.22184012232613248E18,7.0143785954711398E17,-2.35379635800808224E17,1.04350428220238938E18,1.83232489222965376E18,8.3323270311867136E16,1.81394413480660685E18,-1.04673753539601165E18,2.30150265137448192E17
