% Model,cyl_test.mph
% Version,COMSOL 6.1.0.252
% Date,"May 11 2023, 15:33"
% Dimension,3
% Nodes,9072
% Expressions,18
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,nm
% X,Y,Z,u (nm) @ lambda=1,v (nm) @ lambda=1,w (nm) @ lambda=1,u (nm) @ lambda=2,v (nm) @ lambda=2,w (nm) @ lambda=2,u (nm) @ lambda=3,v (nm) @ lambda=3,w (nm) @ lambda=3,u (nm) @ lambda=4,v (nm) @ lambda=4,w (nm) @ lambda=4,u (nm) @ lambda=5,v (nm) @ lambda=5,w (nm) @ lambda=5,u (nm) @ lambda=6,v (nm) @ lambda=6,w (nm) @ lambda=6
0,9.999999999999998,1.9917628022305438,-383661.6315829333,3469217.343297156,-5425995.691185866,-671812.7629311085,-1986901.0889916688,3111774.430743978,599660.577330097,-9819174.278597636,1.4815688681765601E7,1055315.9542781168,5622816.160222485,-8495133.855915906,-324546.2494952395,1.9597165431933787E7,-2.8595951395595174E7,-587591.2622732298,-1.1221442817429503E7,1.6395198310429757E7
-1.9611640319687598,9.805638070986507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.83477590190371,-9.23548530396115,499.99999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.713803497195574,-8.819300232434928,498.296115513859,-1474113.9144317613,1354035.0115971284,-2935833.6269944482,1046968.7660442156,-2867458.573516669,4689418.3315190105,-3529694.9854008765,4160149.7608027156,-8031184.7078425335,3349556.7679969273,-7881489.505587456,1.2825540454777697E7,-5891420.649269746,8890496.33824388,-1.5528132060466276E7,7378672.765391737,-1.5309462412308699E7,2.4794912362312745E7
5.560072792326597,-8.311766015409734,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9281507063637986,-9.561690929998795,498.45548277092684,-1213870.4789860237,2014627.9788912607,-3444771.76579056,204602.97334381848,-2493405.8451369363,3682832.525820617,-2882393.725676415,5839946.515760818,-9426845.664778965,1077668.1592204825,-6868326.533901752,1.0077486430389779E7,-4759928.296341042,1.1902398178738378E7,-1.8233446315768436E7,3045899.2936398373,-1.3369284769675924E7,1.9491751024924725E7
1.9611640319687598,-9.805638070986507,499.99999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3509594737632258,-9.908325211671716,498.688850447759,-774934.1956238078,2290232.6598158972,-3443321.938793062,-343381.140235051,-1887555.0762547366,2652418.2224662714,-1780645.921951759,6485439.522757407,-9436325.653764967,-450002.09706979356,-5230330.874311588,7267632.278066037,-2813442.3432613686,1.2949353536203094E7,-1.8277031464136533E7,38704.14165753853,-1.0238018506722298E7,1.4075246354453757E7
1.827527792441644,-9.831588995063482,496.91678160819305,-992159.4966123644,4110838.969732144,-7067005.873676888,395125.0277922721,-3571784.7967640613,6002914.496147553,-1936032.5129197221,1.1884434647325734E7,-1.916380085359168E7,2176090.650303208,-9985652.098967856,1.6275554055644007E7,-2299161.215372855,2.4166055587732945E7,-3.674091671192498E7,6241406.199126218,-1.9708270562734965E7,3.1200778707744714E7
9.236947791153238,-3.831251663126881,499.99999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.536079442823441,-3.0105130559690583,498.1181933919286,559346.9459091899,-983669.4813285245,1287603.3990232402,3662433.622835994,-976915.2443207678,5887217.628365592,1851940.465825882,-1917213.3683010745,3516923.544907887,1.0292483932968678E7,-2949999.4381124084,1.6086397881605413E7,4179437.0693419417,-2270949.813938242,6791855.830583053,2.040976136132558E7,-6219210.770189838,3.10695595546E7
9.806165222391538,-1.9593100244503956,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.917516454506643,-1.281743880262362,498.61586984283514,1098050.4166144303,-853289.0105444532,1756332.178851617,2910398.6245555384,-82294.67412291715,4233286.847158562,3168030.420747814,-1765175.2971318855,4810932.815443372,8147038.823003026,-492455.08477759,1.1598393189609326E7,6431569.03677406,-2356635.159097648,9315432.047439335,1.6097309705447977E7,-1448287.5411978336,2.2459259311056085E7
9.999999999999998,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.999999999999998,0,498.00823719777003,1983190.1006387419,-665540.705543878,3118756.175467107,3454085.451825635,390036.3140754997,5440256.929020775,5612189.459809784,-1037317.274054299,8513941.681084814,9777321.29073936,618697.3313792265,1.4854636300685344E7,1.1200232334025932E7,-551274.9463429116,1.6431366693559343E7,1.951496801362888E7,364298.8343560658,2.8670506159721166E7
3.8465818048885083,-9.230590902986693,496.83114905575025,-1537183.784824418,3096656.2485464104,-5793202.704249858,1556185.5210966694,-4210127.284845219,7534357.5054744305,-3337453.837640971,9267489.47539652,-1.5702974610298688E7,5243101.660604394,-1.1670789925209763E7,2.0418683411546886E7,-4842547.323949908,1.939780171261627E7,-3.0092717795027982E7,1.1969368792706521E7,-2.2853007521424513E7,3.912556865910536E7
8.31388753311265,-5.556899783987374,500.0000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.757833574765097,-4.827043720199475,498.34216964906335,-331256.5052491021,-718474.0039597974,85476.40977168201,3074330.432298602,-1676012.7262329822,5362022.160445242,-538165.3507454488,-1305823.9643615552,231740.24401413024,8662565.29169257,-4738406.247199855,1.466207843156943E7,-356593.0081122548,-1300700.3407799713,445578.37293735804,1.721911997933579E7,-9447116.475783674,2.833887576020981E7
6.344884022712318,-7.729323821546742,498.2985901881011,-1378032.2344873892,512955.7432318795,-1936637.7583405597,1909301.6089500634,-2772485.8465942894,5124513.703409291,-3278439.5189983887,1946429.0952749867,-5294380.556817169,5615198.2258698875,-7629864.423243462,1.4009087428070242E7,-5426846.355535667,4771647.350664551,-1.0229685897944214E7,1.1586246060188562E7,-1.4837869324669885E7,2.7070714934984054E7
7.072417136604439,-7.069718229010827,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.73175085655994,-6.341926260378987,498.2978647941698,-940735.9382026232,-230959.90299889012,-909509.555236688,2602271.2201569653,-2302233.1329132323,5421364.453605388,-2128557.858120303,-6875.729581947068,-2488955.476502603,7436168.151290297,-6392765.186515679,1.4829712222272E7,-3289270.199321199,1146476.9916376758,-4813060.686647852,1.4968511980069593E7,-1.25371494631295E7,2.867310721435106E7
5.600251049052094,-8.284756374667328,496.7440671778983,-1596491.268616723,1992333.5504285952,-4287548.186087113,2823197.762099356,-4357143.910625611,8742949.347341688,-3470599.1747730407,6418897.83487004,-1.1616222982353134E7,8585483.438891543,-1.2070620120763725E7,2.3682044577247497E7,-5045667.588597977,1.4209475159358619E7,-2.2249764503979474E7,1.820280002129495E7,-2.3621474318513278E7,4.535553584032542E7
7.075763060267472,-7.066369443706882,496.84172383388704,-1246538.8320863927,839276.1990794089,-2474675.343777925,3802457.748696716,-3908269.1397409993,9146039.770105317,-2581983.0709407404,3368371.5658259946,-6709587.35185653,1.1106583879486928E7,-1.088076948521112E7,2.478917764662905E7,-3454631.6549745207,8503469.824196858,-1.2859846100860516E7,2.2784755080465514E7,-2.1391122659226183E7,4.750406545014156E7
8.218431623947014,-5.697138022069295,496.8026059232619,-555343.5009490337,55195.740081348085,-818676.2211382206,4655117.950587519,-3257391.03352662,9552183.203205427,-767837.7567452476,1337106.2161102707,-2221427.989622123,1.3346896479766415E7,-9189044.10723099,2.5884355798401568E7,-88769.77017328341,4786802.909401144,-4259277.860662929,2.694532545783532E7,-1.8284588242377415E7,4.959176848261904E7
9.885642007544476,-1.5080060008739904,496.95291862393645,1911916.328124814,-637213.5156666301,3313210.6650981233,5090236.57890984,-639158.7713478613,8553377.546965823,5642704.991826697,-535594.7002027008,8984055.403863251,1.4431855263824834E7,-2317889.713893339,2.3199143095501494E7,1.1678262483646996E7,1206123.828858359,1.7226282677790243E7,2.884698528184839E7,-5538775.300789663,4.4486139334064245E7
9.007938860402255,-4.34246905426566,496.8456064270476,234855.71559618544,-443597.07930450246,677167.3089186192,5084502.189502705,-2426664.1436233968,9435256.573222648,1285420.5702002752,16220.360863468453,1832791.0592045542,1.4454449108547244E7,-7011805.134253198,2.557259513387074E7,3680468.2081805333,2313804.4022137593,3509836.827631886,2.8962210829060543E7,-1.4251359936313823E7,4.900361853171328E7
9.502427297600512,-3.1151044049624756,495.95691789086163,1477455.732653064,-19465.834382223653,2413692.127613254,6447968.578906115,-2209564.8032563957,1.1671622165377857E7,4734633.548632287,1509535.1791875593,6506425.445498622,1.832699565577009E7,-6639654.6610667035,3.1477503159903813E7,1.044314561098635E7,5819542.949531837,1.2404817961626934E7,3.6714729653939575E7,-1.3943371289485043E7,6.0025117526590236E7
10,0,496.0091653388107,3425070.0651702615,345760.58094835933,5856066.126641143,5970000.475237803,-196961.5583284823,1.0207970137151277E7,9788120.627620982,2435812.443035062,1.5793775889516516E7,1.706575813073002E7,-1392476.8993944062,2.7537900354262624E7,1.9705551685881276E7,7476037.976686284,3.01219559597643E7,3.436132833404141E7,-4277144.03761671,5.252621993843383E7
9.85041935710944,-1.7231478430719906,495.00912808141294,3115768.4489369425,974563.4777051684,4959792.005020115,7790508.939545783,-1909302.8967204022,1.3686391464613019E7,9209930.922885152,4527842.179542431,1.3306404399790108E7,2.216342855537181E7,-6089221.289085474,3.672762103563345E7,1.9085104349421408E7,1.221076669629232E7,2.524713655014923E7,4.443631804426814E7,-1.3381994500694066E7,6.968991305900471E7
3.089476850024742,-9.510790334833441,495.51789194946264,-926023.4754896263,5108890.3838513885,-8822866.48163394,2349647.9843926025,-5203530.364401465,9735902.656872302,-1392686.3847168328,1.5018533701982606E7,-2.3737973978919756E7,7857265.7315798085,-1.4509778628000591E7,2.619023211351537E7,-575542.3194138854,3.0975403167848013E7,-4.5158753189328656E7,1.784717446405946E7,-2.8568429399716057E7,4.981962725559041E7
1.6661491040508611,-9.860220441910542,494.9066987011142,-32050.753972570627,6804698.428351969,-1.1468315394312648E7,2234908.781118102,-5217758.817179752,9422776.027533991,1095922.538028037,1.965459511993101E7,-3.076004265762725E7,7834935.287607436,-1.4670052415953955E7,2.526968948655575E7,4316322.632333702,3.993433596757387E7,-5.8337678416773684E7,1.8344630752565507E7,-2.9103897098508958E7,4.792146038881785E7
4.801403650819173,-8.771916722239231,495.0565566581512,-971970.5304749311,4487036.739913105,-7534139.3160547335,4147442.7072121757,-5923531.750230805,1.23022421442489E7,-1380217.1918766648,1.3597196422241345E7,-2.0224648888989653E7,1.271625360618076E7,-1.6467063429513965E7,3.301858841385666E7,-294669.7596178495,2.874594452978324E7,-3.838705638304471E7,2.713294739835631E7,-3.2329935905143507E7,6.2665449826376006E7
6.501595283833898,-7.59797728117351,495.3432412811739,-910813.0134461178,2732689.8287021634,-4574044.355736404,5157810.223255635,-5435692.475199345,1.2829688425342364E7,-1304948.896764159,8928502.269312976,-1.229747729430597E7,1.521351984703064E7,-1.5146444412348347E7,3.44839756775041E7,-319560.9450456341,1.9960584503958825E7,-2.337545548320879E7,3.1466846803465772E7,-2.9801726495769616E7,6.553998012414528E7
7.6565353310446955,-6.432531906214245,495.57844702431925,-476513.51620519964,1514977.7314645133,-2297736.1224820353,5793152.022948991,-4670141.103162568,1.2764217586321263E7,-244505.1399301243,5666021.731754754,-6186817.899485809,1.676933789043369E7,-1.3114844469966203E7,3.435192535019976E7,1494370.91370972,1.3779754829989824E7,-1.1776017448783582E7,3.413696888941529E7,-2.5989326385447495E7,6.537152824803247E7
8.680013518823367,-4.965618321321481,495.00814528012245,800127.7500387328,1378115.1945021164,15926.876123725056,7391218.479337282,-4226251.743576123,1.4558927607117984E7,3219364.403067169,5573130.007059853,40160.74746148306,2.1131649511012E7,-1.2083827268104853E7,3.906671842830754E7,8139758.1644313475,1.4122504759708075E7,75116.68034216539,4.255421651047931E7,-2.4335720407474015E7,7.412524017620635E7
9.405811981721504,-3.395688584735674,494.00881411604564,2744004.026021971,2310713.2984282263,3009625.1381305936,9406729.633019438,-3974917.2691221763,1.7089118120449826E7,8505500.822028859,8471260.145033928,8032633.314156364,2.6726203398751378E7,-1.167294701270373E7,4.563248846857523E7,1.8303100677705314E7,2.036981343595684E7,1.5164024491183775E7,5.352119756580884E7,-2.4054573699874226E7,8.615842323112841E7
6.027887272646279,-7.97900839880928,493.94213508988327,-81533.750160358,5097464.0155490115,-6883074.956683253,6835499.597763956,-6923378.977141768,1.613354444870227E7,1258034.9428253782,1.5672880580416873E7,-1.8376869991977178E7,2.0139797546675876E7,-1.92716239812078E7,4.306451017490649E7,5182660.912515876,3.3511816654906847E7,-3.468896841007654E7,4.1616610669024155E7,-3.788150184558402E7,8.128132093457873E7
4.803264929393297,-8.77089767458613,492.93890984355676,735355.3900813422,7899902.441428996,-1.0625110139147846E7,7538194.479017942,-8116819.679872426,1.7359921505616084E7,3683592.5208090954,2.334058488426769E7,-2.823462958188976E7,2.2413718230229642E7,-2.25467307582863E7,4.612309787783385E7,1.0226566310776038E7,4.833990256111926E7,-5.304547266048863E7,4.666486179330038E7,-4.4233783022853486E7,8.664545937584244E7
8.679127098434362,-4.9671674835083115,493.009281777763,2521671.900927692,4384822.67081461,17261.451806808418,1.0792511248276351E7,-6180833.3146031955,2.0155982023028437E7,8225624.515901358,1.431824247745519E7,41195.85185685462,3.069985639062846E7,-1.7581842548615653E7,5.357151982746159E7,1.837092228232715E7,3.1995465766333487E7,73789.82160365682,6.154307116716457E7,-3.524712209537841E7,1.0067215065647054E8
6.417804349561838,-7.668884360240748,492.32636361723786,1601493.5173707718,7662762.673823655,-7637157.192562251,1.0168996116677715E7,-8623122.574189506,2.070542939772812E7,6106303.714024804,2.3050506606083777E7,-2.024085654686669E7,2.942640234147509E7,-2.397808311345083E7,5.486154459764951E7,1.5010340082617937E7,4.844342199407413E7,-3.792217299739582E7,5.988209475874931E7,-4.7086915026675284E7,1.0277241776619774E8
4.8985453190909745,-8.718041853352846,491.09149869304645,2894779.3431280483,1.1717767882690283E7,-1.3082929216610087E7,1.151134791436959E7,-1.0425595616214762E7,2.1909944887659643E7,9846139.209711632,3.4007728079240836E7,-3.448497481170837E7,3.3484146499211963E7,-2.8848448802275386E7,5.774076426209641E7,2.2615271299350247E7,6.937659369450623E7,-6.4250129795879126E7,6.844101006658779E7,-5.639214591186205E7,1.0756783698599671E8
9.405674371777176,-3.3960697301577927,492.0090362600552,4849514.243698116,5888142.414320962,3980039.595234862,1.325803039400778E7,-6127855.432958665,2.2609185174397316E7,1.446990813248136E7,1.8717130480370745E7,1.0525511219771223E7,3.743384300000154E7,-1.771755634118797E7,5.982470721548132E7,3.0215480143669542E7,4.103135183482004E7,1.9685060657219324E7,7.4542356953578E7,-3.602982590867186E7,1.1191092379947205E8
8.678586595806767,-4.96811178407683,491.009107175604,4903862.557291065,8539515.368537227,19924.923348159402,1.5078343586404437E7,-8638837.174231278,2.5747568118497785E7,1.4944642308514321E7,2.6039715188268434E7,46832.33453831093,4.2527864643344946E7,-2.4364488208677676E7,6.783393092056315E7,3.1737557520481836E7,5.531683629023748E7,83180.0075713356,8.46026678410192E7,-4.8470054686136454E7,1.2632729986609288E8
9.850473101285004,-1.7228405848657522,493.00905356653993,4994179.742973265,3957047.495172097,6868111.844556242,1.1221785141338011E7,-3708065.8754011285,1.8951082690537725E7,1.4547289366511775E7,1.3225052650828479E7,1.824953364357871E7,3.1798377026279088E7,-1.1260193470114468E7,5.0370180294510774E7,2.9774728893350672E7,3.0025217589534055E7,3.429130387401325E7,6.352584114722062E7,-2.3845005149655435E7,9.46563633728336E7
9.999999999999998,0,492.00901630906446,7354098.871850857,6327377.6198406825,1.1423906189389883E7,1.2817644669590084E7,-3623729.818352467,1.9915401489802316E7,2.0830859976884518E7,1.9831545735428527E7,3.0223150297682356E7,3.631598792521768E7,-1.1357359804337041E7,5.269938308324178E7,4.160519671917384E7,4.30252721837792E7,5.6534719813105054E7,7.254126948323731E7,-2.4640955598833147E7,9.858463201584746E7
9.999999999999998,0,494.0090908240154,5153669.019371285,2735763.6043967153,8636524.23555045,8981029.20225777,-1564500.4016047756,1.5053379219218204E7,1.4704453495237561E7,9564460.74896933,2.3057210652893137E7,2.563162791911186E7,-5471878.649150309,4.01973884207435E7,2.9560608372797374E7,2.2355280765349764E7,4.3530877170717396E7,5.153384715123058E7,-1.279316630292997E7,7.58964363864943E7
3.394885631150201,-9.406101825485935,492.00878579584406,1984302.651692401,1.0886281868191695E7,-1.4859320314522594E7,8258715.509780371,-8994417.482956873,1.750297968313613E7,7194469.736941294,3.141192305322693E7,-3.932122448720983E7,2.4735353029502604E7,-2.4996966529202253E7,4.630911768754066E7,1.718957797407131E7,6.37635078166979E7,-7.355980436686713E7,5.1802811424593486E7,-4.906358347137495E7,8.662445126279308E7
3.256589367635776,-9.454873118693957,493.92096978332086,96368.66817700084,7366544.149796869,-1.1587991488424847E7,4633726.817763582,-6785447.420850723,1.3249413489272019E7,1722514.2598054174,2.151718157418495E7,-3.093254332404579E7,1.4488334875133222E7,-1.8921260830055233E7,3.536113584551796E7,6039011.347987867,4.413925122910494E7,-5.838219514263052E7,3.1378478560979545E7,-3.72546821348579E7,6.6733957938598566E7
1.7232502213028709,-9.850401447391855,493.00905356653993,1538491.249366157,9981051.49274473,-1.5500538542338913E7,5195307.741982919,-7164912.97958883,1.2889393264368579E7,5713237.396180219,2.8626769292578984E7,-4.119993426985907E7,1.6388902014354693E7,-2.009702832272288E7,3.425449236360092E7,1.3840015367261881E7,5.780683394541126E7,-7.742556240029912E7,3.57281872444272E7,-3.978395183264414E7,6.4368736689662226E7
1.7229944005457951,-9.850446197796721,491.0089790515888,3900009.302561644,1.4252959428797351E7,-1.979906022702306E7,9364599.258968415,-9642954.588344013,1.6464206273281755E7,1.2414393210703224E7,4.0448076833647124E7,-5.2165154250135325E7,2.8117740762118515E7,-2.6895248568992365E7,4.337163136729606E7,2.724372990133394E7,8.09121023394314E7,-9.715133677421592E7,5.9002980539300404E7,-5.296435482595002E7,8.076761507364978E7
7.505246904749979,-6.60842408587258,493.8965179029048,581239.9409671101,3862704.887040972,-3532470.2378035043,8219260.564554185,-6345606.49909286,1.7310645477419525E7,2976338.6082842867,1.251995927608292E7,-9431330.743543675,2.371837251767584E7,-1.779622185467982E7,4.619780553656055E7,8329782.318396344,2.7832518581809934E7,-1.7800828351012465E7,4.815220196888646E7,-3.522338583245078E7,8.717762143506825E7
3.396338776944593,-9.405577223765825,490.0088903538644,4660422.753585973,1.5619401701313829E7,-1.8458007308536593E7,1.2969485595942691E7,-1.173360263362538E7,2.1749384045847207E7,1.472616025527774E7,4.4442322036649115E7,-4.842752787191689E7,3.780659072974398E7,-3.2429099148201853E7,5.705364936201062E7,3.2142565083864506E7,8.91076564876882E7,-8.97941863645857E7,7.741421964530398E7,-6.331999882432566E7,1.0577972236041619E8
4.948578242330211,-8.68973954612772,489.1544731616978,5755964.36990523,1.6674540438126938E7,-1.5679536761833144E7,1.6553407906403778E7,-1.329791584672661E7,2.6605436335113812E7,1.7835308476012375E7,4.761420615446454E7,-4.099276259694279E7,4.730990624922621E7,-3.658595860779784E7,6.954496631581439E7,3.8361548475047976E7,9.576691207078648E7,-7.572529287780334E7,9.522873897137128E7,-7.112949090655161E7,1.2845791870170021E8
7.6230066662863365,-6.472230632923555,491.7457339129905,2904770.441084212,7771209.2209626315,-4318409.141501988,1.250355110735233E7,-8720574.03612866,2.3295485628109977E7,9624316.566150168,2.365039004751197E7,-1.1418921010864839E7,3.564517290279984E7,-2.436839160274509E7,6.156784216387316E7,2.1725372709497824E7,5.0164887138751775E7,-2.134044396110488E7,7.159459564767204E7,-4.807067396963623E7,1.1503397447402893E8
7.656468345321811,-6.432611637358896,489.714621026398,5742038.700259936,1.2661603150650414E7,-5197083.792684765,1.7485098697709706E7,-1.1544355075871708E7,2.8873186798213E7,1.7553669192239333E7,3.723580560790806E7,-1.3623696362693103E7,4.927852306898237E7,-3.204443594366661E7,7.565250290040557E7,3.736705211035336E7,7.681262880749445E7,-2.5232229713393573E7,9.796153981208076E7,-6.2821594653019525E7,1.4008584516584077E8
6.368923196091921,-7.709527697744024,490.4218647278973,4021948.5235320763,1.2015381687599031E7,-9638054.438004255,1.4461110028846579E7,-1.1160612207716987E7,2.5626847884525776E7,1.2952534406969352E7,3.515505875573501E7,-2.533399355632743E7,4.129311078552132E7,-3.087656170377368E7,6.734527382379363E7,2.8664144815730494E7,7.221119685871194E7,-4.706155144908726E7,8.305561050521918E7,-6.034525999143231E7,1.2509049471608889E8
1.7229372577367539,-9.850456192781254,489.0089045366379,6891004.255677647,1.9473589939560395E7,-2.405389785429035E7,1.458059936095828E7,-1.263712134592198E7,2.000320383700469E7,2.072216401496848E7,5.466353270586515E7,-6.2843178750299595E7,4.250978159306959E7,-3.4989854221347384E7,5.225236193117475E7,4.3538281083918236E7,1.0827074285000543E8,-1.1601005424542224E8,8.70525551377533E7,-6.843601670707087E7,9.645204798409133E7
6.412358488495024,-7.673438513145576,488.3974500471583,7246350.961117894,1.755901348705468E7,-1.142684258075353E7,2.0075849094695065E7,-1.4334287357742494E7,3.0912166693521548E7,2.188454580684093E7,5.033929376908193E7,-2.9783602469466627E7,5.655565279425334E7,-3.939900922730374E7,8.05501555078956E7,4.613845697121138E7,1.015990898145232E8,-5.4838855075241156E7,1.1237933326343413E8,-7.652663092676903E7,1.4829305219819853E8
4.961578120457795,-8.682323568872242,487.162465071758,9284327.531848377,2.2757855570706397E7,-1.839086218440673E7,2.2659003964645475E7,-1.675913801583842E7,3.1314172224020097E7,2.752276303638914E7,6.40679185692798E7,-4.768552947492959E7,6.382296757700936E7,-4.579902590165001E7,8.118013284994966E7,5.7153811981562845E7,1.2722361425015174E8,-8.731887563504143E7,1.2679650026183562E8,-8.846744051441444E7,1.48640069704551E8
3.3963567701672406,-9.405570726422676,488.0091584659391,7951408.438760442,2.1320233613891337E7,-2.201118096624958E7,1.868248828119311E7,-1.4987557971451858E7,2.5937605561634254E7,2.381469351642331E7,5.9901076200939395E7,-5.7270670770997174E7,5.3401091816509694E7,-4.114348207039931E7,6.747600823117192E7,4.987152744156879E7,1.1873785722312106E8,-1.0526211666194922E8,1.074955774282682E8,-7.982093110385226E7,1.240092231304618E8
9.850469225382676,-1.722862745487514,491.0089790515888,7428295.07869056,8099389.892393031,8771743.423843412,1.5518258705334453E7,-6114020.636412135,2.4208723751270924E7,2.13105028732295E7,2.4928663882533137E7,2.3104102657445967E7,4.363732167543805E7,-1.7996717897647545E7,6.378168779674772E7,4.30455283685616E7,5.3341561251085825E7,4.30233767821846E7,8.657287737038706E7,-3.715709511620327E7,1.187821760037054E8
9.999999999999998,0,490.00894179411347,1.007940783338669E7,1.102198171643351E7,1.419390686428465E7,1.7568047465034936E7,-6314554.548828692,2.4744796511487316E7,2.82889485596247E7,3.293379529969753E7,3.723066110342155E7,4.931861445184886E7,-1.88657176601817E7,6.491949189860078E7,5.60304849078059E7,6.883650495509882E7,6.902601698373441E7,9.769219296332724E7,-3.943080567398117E7,1.2036947536579098E8
7.6709671391956755,-6.415314735021199,487.70411478638044,9146620.103042075,1.8548809165433142E7,-6095583.819574178,2.3365376359552264E7,-1.4887626546303982E7,3.4308224518419735E7,2.690470628889082E7,5.331587924299434E7,-1.5845870925646214E7,6.514576105309749E7,-4.100890054128841E7,8.91440294028989E7,5.551389410601363E7,1.0784925535299473E8,-2.9089241779383745E7,1.2822776797288416E8,-7.981631839057504E7,1.6361409167928532E8
9.40563272784815,-3.3961850639845528,490.00896239340085,7551736.909853696,1.0576860749201953E7,4944912.61693313,1.8012841610133108E7,-8841572.635609517,2.809324420349614E7,2.1962013289667726E7,3.1820024974950697E7,1.2966077764843268E7,5.0431528319983035E7,-2.5191251794986695E7,7.37018571452474E7,4.4886463592297725E7,6.687481964392138E7,2.4035874328314394E7,9.965226585683022E7,-5.05725227864326E7,1.3665146162203172E8
9.850465223257006,-1.7228856274878839,489.0089045366379,1.0421779835104221E7,1.3316060518697172E7,1.0656582871481938E7,2.0738834786067065E7,-9105733.439045088,2.9411708233451877E7,2.9488904943318713E7,3.9371597585135765E7,2.7833058320062548E7,5.780415138595381E7,-2.6221233021511022E7,7.68397808784592E7,5.883804408472278E7,8.158092382053965E7,5.1374624066295885E7,1.1374720144469638E8,-5.313266292422104E7,1.418455607086741E8
9.999999999999998,0,488.0088672791624,1.3342967069358468E7,1.6747215340066211E7,1.6926221380277663E7,2.3257796456616506E7,-9596821.238122717,2.9510103333168536E7,3.709351466009229E7,4.863672675972646E7,4.402887469431501E7,6.467174035752802E7,-2.7866396010677766E7,7.677935225969042E7,7.282428293412985E7,9.926673032928438E7,8.091533265540983E7,1.2697832618382953E8,-5.687121590456156E7,1.4111420859981307E8
8.678616922305798,-4.968058807609612,489.00945550835775,7894220.036907331,1.3753872925056046E7,24475.056155206355,2.0296976326861385E7,-1.1631578891653022E7,3.127989774813587E7,2.3211743696485236E7,4.045863927826196E7,57411.85737626609,5.670603126708973E7,-3.2493749974674348E7,8.171819618391918E7,4.788148874836979E7,8.347704444676949E7,101730.55333823059,1.1182973228692447E8,-6.408002205364228E7,1.508496990527129E8
9.405489506255833,-3.396581685711592,488.009206677566,1.0827600329968654E7,1.6303378030801335E7,5894978.959700218,2.3699686033446014E7,-1.2110564071613265E7,3.3502154892470267E7,3.0897467177258562E7,4.754372788091013E7,1.5329210591638232E7,6.575932955881762E7,-3.4058223717518575E7,8.716292558384694E7,6.2113015365573145E7,9.737709367095466E7,2.8168359487833653E7,1.2885732912230422E8,-6.757443989285974E7,1.6019640801427138E8
9.85039926749681,-1.7232626819200458,487.00883002168706,1.3965319608182907E7,1.9542124493348982E7,1.251006082993859E7,2.689450107292512E7,-1.266172972790627E7,3.453427584637236E7,3.9035798855772376E7,5.633867851689803E7,3.2404255767289888E7,7.429178663817155E7,-3.5852865642502435E7,8.947890024315558E7,7.702216669255792E7,1.1425645732916282E8,5.928726269455492E7,1.4496553326185346E8,-7.157369413144578E7,1.6372947078899255E8
9.999999999999998,0,486.0087927642115,1.7144116920598656E7,2.3456807695634156E7,1.9611635706956238E7,2.988571170528093E7,-1.3443758127970567E7,3.4193632761613734E7,4.722122991262718E7,6.677717073349402E7,5.059385823847294E7,8.233540804602677E7,-3.826548546527403E7,8.823211221950589E7,9.190115642049284E7,1.339314649228787E8,9.21591077550099E7,1.6025354280530307E8,-7.674161818660869E7,1.6073174990870014E8
1.7232607031448335,-9.850399613670339,487.00883002168695,1.0467953461845962E7,2.5641603908874158E7,-2.824116252737054E7,2.0793926520681698E7,-1.6159540786141044E7,2.348769318824553E7,3.049684885107172E7,7.123374883610891E7,-7.317488975478612E7,5.939321683784535E7,-4.439326728992767E7,6.084802588519619E7,6.2414566635000706E7,1.3973953224179968E8,-1.3389940793995766E8,1.1947555494889341E8,-8.618412907213925E7,1.1133294992791505E8
6.417389694794359,-7.6692313503471246,486.3971998531257,1.1007585181056673E7,2.405431355947787E7,-1.3281923237100996E7,2.6549483327085037E7,-1.8010042080434006E7,3.600456930778978E7,3.2143494053000513E7,6.78701717109711E7,-3.433305823258495E7,7.392677660877435E7,-4.915000826591902E7,9.304665378055222E7,6.5913099937347986E7,1.3504376999903533E8,-6.265803115677712E7,1.4532908219197753E8,-9.481326121177326E7,1.6979090778867885E8
