% Model,defect_cell_only_meters.mph
% Version,COMSOL 6.1.0.252
% Date,"May 17 2023, 06:32"
% Dimension,3
% Nodes,2823
% Expressions,30
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,m
% x,y,z,u (m) @ lambda=1,v (m) @ lambda=1,w (m) @ lambda=1,u (m) @ lambda=2,v (m) @ lambda=2,w (m) @ lambda=2,u (m) @ lambda=3,v (m) @ lambda=3,w (m) @ lambda=3,u (m) @ lambda=4,v (m) @ lambda=4,w (m) @ lambda=4,u (m) @ lambda=5,v (m) @ lambda=5,w (m) @ lambda=5,u (m) @ lambda=6,v (m) @ lambda=6,w (m) @ lambda=6,u (m) @ lambda=7,v (m) @ lambda=7,w (m) @ lambda=7,u (m) @ lambda=8,v (m) @ lambda=8,w (m) @ lambda=8,u (m) @ lambda=9,v (m) @ lambda=9,w (m) @ lambda=9,u (m) @ lambda=10,v (m) @ lambda=10,w (m) @ lambda=10
0,0.2,-0.5285714285714286,2.4555529091942385,0.014553641876153734,-0.7157549120460694,1.7597328435258166,0.14358409830625465,-0.25584637582887565,1.1705290333743653E-4,0.05735976318913983,1.6336505890311364,0.0030901124357116255,2.0479470553741064,-1.8686160829659428,-3.450482250738672,0.9188481326702848,0.3994098335058151,3.920146324769036,-0.9941995087020189,-0.7590885225484724,-0.0036699186664242178,2.006467607822589,-0.2730633128258135,-2.2827661705973785,0.20074706636971787,1.5176144027632092,3.451915478873222,-2.134980250270141,0.12834379957082806,-3.9360158595334895,2.3884182688400624,0.10770598440309513
0,0.25339545836683774,-0.49254338746320414,2.2882074901697473,0.014900175200976059,-0.7159180396192539,1.746132692741232,0.14783654720050451,-0.25887378989970206,-0.002400841701227678,0.05712019070645677,1.6337719320195287,0.004504246060472331,1.8999475633979943,-1.6497345460568897,-3.0131463279891206,0.9021095767310551,0.4086836323072826,3.3650129125116712,-0.9719273927346007,-0.76912409819378,-0.003460341678986782,1.965317260069656,-0.2119627395972308,-1.8177702914918035,0.19957075584169257,1.5101179802324063,2.6756930398094316,-2.099951547853355,0.1151088701929499,-2.992091536226798,2.330171233383109,0.12912911238616157
0,0.20000000000000004,-0.4571428571428571,2.1118262934216854,0.015694929162652662,-0.7148443645362811,1.6221459419474569,0.1548203130556118,-0.25362652366718846,-0.002581367514885609,0.05679377964429302,1.6301673087938953,0.0067573226671213,1.7574967362539147,-1.8627507505688186,-3.212903318759327,0.8783351381336552,0.39987106370494346,3.502675643000734,-0.9410425725075448,-0.7642177686301785,-0.003467397181492213,1.926450253203787,-0.27618640765077723,-1.5049434887063537,0.1813544595403025,1.473564992759015,3.457230924349268,-2.0775799236064305,0.09721315538207985,-3.7809127681492156,2.2809313996924527,0.14399170679465947
0.09835941938205178,0.26074511704817926,-0.4919316577605158,2.285641641260717,0.004435600747529504,-0.2456224461002583,1.7520387506647246,0.049093989903447925,-0.08568662906384955,-2.7102496110625965E-4,0.05837827327046762,1.637353459400203,0.0024842806177934485,1.897828697261169,-1.6248425115781373,-2.964957527050345,0.31020580513168544,0.1313817508680476,3.311842282932162,-0.3312509478812016,-0.25452350274212265,-0.0020229568684533316,1.963892288308876,-0.20748320525617933,-1.7822340333342772,0.06552150184467515,0.502012817247504,2.549151766259195,-0.6927841875606457,0.04768587986051073,-2.8473389764108457,0.7650349671769042,0.028633594206388887
0.10464624386796487,0.2921521750669447,-0.5492100385525718,2.5643138620723525,0.00350978333787741,-0.21612920648985853,1.8893293819404886,0.040577917971511786,-0.07656775211128533,4.612780479914998E-4,0.05963294444699095,1.6426114614310878,0.0011586705982163717,2.1271147575958844,-1.5049177456757872,-2.9365086387870516,0.27776011331524775,0.11539933989656453,3.396944618176173,-0.29661955655027256,-0.22076666313464563,-0.0029976308089266056,2.0218085942843405,-0.17610891808556767,-2.3580041814461787,0.05990795288608754,0.4511749718273049,1.9964813417313532,-0.5987300767434474,0.05631724563237549,-2.324912772114799,0.6651062215286809,0.006615561145385699
0.04830614609574362,0.3172832936450739,-0.5450239184427813,2.5471881372654437,0.008888900194444606,-0.485188491328729,1.9074099666652087,0.09147693472704078,-0.17308140561142785,-7.060901340555421E-4,0.058491291904738014,1.6438397410546883,6.559021301513514E-4,2.1077300931851632,-1.4035949799914578,-2.768385259261421,0.6269497285070327,0.25683322665772196,3.201704771580354,-0.6743771595676917,-0.4870895217898752,-0.005466144265940818,2.012853886670309,-0.1477990036621527,-2.281636420483613,0.13635831734605078,1.0245311080115298,1.6139462977119543,-1.3542855944864334,0.14733124216286464,-1.8839320581397054,1.5099998548633449,-0.015740721052865062
0,0.3152962506965641,-0.5335886650535582,2.4921666135218516,0.014098029838958413,-0.7163773530356758,1.8842346978833837,0.13921631771691326,-0.25773994516778825,-0.00199279416364662,0.05723948471124562,1.6415234252337911,0.0011473072378262851,2.061573791133426,-1.4077687473057316,-2.749487155090168,0.9286831909135178,0.38489503481566384,3.1583404276190947,-1.0078228371464841,-0.7251326551703184,-0.006501058422528636,2.0008941143778496,-0.14605372253981197,-2.168815883824059,0.20711772742886445,1.530635372911526,1.679267804371476,-2.0834329834745735,0.20974750916903034,-1.9406325781829101,2.33462551049238,-0.010512809399134083
0.05290595189582087,0.32386146552054434,-0.6,2.8110923682445264,0.008112080712660162,-0.46348594879642857,2.010240310775281,0.08562555844414552,-0.16632372976799048,7.697257208644792E-4,0.0629804677023806,1.6453537577292479,-0.0017734708542002067,2.324204982918961,-1.3808560082705397,-2.867375280237311,0.5929883728240196,0.24417680358471555,3.4174129007572303,-0.6299085508884158,-0.4619138687664366,-0.008157848246959132,2.065021618484772,-0.14545229862430945,-2.8507250712573877,0.13111903752684007,0.9829558886607865,1.4101455720350216,-1.2456493278582916,0.1655090174242038,-1.732736428344141,1.377686257883047,-0.046071273933537375
0,0.35384615384615387,-0.6,2.814449757883895,0.01325804900347967,-0.7167350729015193,2.0383939267969358,0.13208147718737587,-0.2579890646942716,-7.472614522327233E-5,0.061636771201697374,1.647354737137768,-0.004088955137241747,2.3190671375658822,-1.2612334045529103,-2.667150286219238,0.9347819060506354,0.36511496541710686,3.1882768805940715,-1.0086786539340338,-0.687820422569298,-0.01348944839807439,2.054387276969605,-0.1137242980802854,-2.8124692696795255,0.20534503341428742,1.5361594887987993,0.9288795963643535,-1.9872390776547098,0.3160723892842863,-1.1730704998204242,2.222147265140546,-0.15968304021115762
0.07717946392186566,0.33019473946255107,-0.5602912160407458,2.621746324505339,0.005896312102047797,-0.3473635877825878,1.9474219328305655,0.0635922596555729,-0.12354369941955508,-4.7380992932516445E-5,0.05937291677030075,1.6464216818438444,3.0136407469928835E-4,2.1674351887897894,-1.3551780232384094,-2.723721772241971,0.4480934824188469,0.1801864525676398,3.1795536316329627,-0.47878182798916774,-0.34255280984430414,-0.004987639004693899,2.0253659957939645,-0.13756297944528603,-2.420319433984325,0.09592578934856831,0.7307330143631957,1.3657124890221413,-0.9362735243047879,0.11928131166111196,-1.6210536514463167,1.040056066252493,-0.0312725035618362
0.04370634029566637,0.31070512176960347,-0.49004783688556264,2.2825453300573963,0.00972552290035295,-0.5065269027785146,1.8018724653386686,0.10037231949834272,-0.1793427713042156,-0.0023366725577445148,0.0576455082615614,1.6401049475950082,0.0032950176127661416,1.8860403117623006,-1.4236158001932302,-2.660674240621182,0.6411408383972098,0.27079194846789273,2.974769922472347,-0.6868556300046934,-0.5156101977353541,-0.0027922043155351,1.95556014069574,-0.14944633867043106,-1.6954616379401108,0.14083695187459921,1.0516357223283395,1.799007886025095,-1.4115392754516092,0.11996501590313094,-2.0066849528032127,1.5599541357692819,0.026661467964201126
0.18434769881711274,0.28477950826499177,-0.4967155521788167,2.3113587268269318,-0.003999282341404815,0.1634309018300465,1.7864666686024977,-0.03272842747921113,0.056854120672619274,0.0018072933567132292,0.058373173955410154,1.63979178031856,9.217221182173696E-4,1.9159493017431692,-1.5295606793699514,-2.834954441953437,-0.20676616239703707,-0.08707152535931234,3.179689496103814,0.2217550166183284,0.1675953752862349,-2.972933661680019E-4,1.966566540387828,-0.18119122392481912,-1.7969317412762442,-0.04510082038268834,-0.3341647617878873,2.1759840833699537,0.45253162706891525,-0.0353534654675527,-2.439020466495167,-0.49987590296434997,-0.013445485378517103
0.14343099271268003,0.23729864032214285,-0.4693927093097567,2.1743167016459872,1.6826996402173607E-5,-0.031122792995556092,1.683767032848384,0.006085356979149485,-0.010755798525104159,7.147343216678152E-4,0.05862032749428737,1.6351978503260485,0.0016944938285513203,1.8069703137329831,-1.7174893758286205,-3.0304336339001328,0.03894328709205622,0.016054163854575497,3.3342204619628917,-0.04076974977028703,-0.03201980687713191,-0.0011115198113371692,1.9390347888023483,-0.23549910945372252,-1.563488897626848,0.007312646738511433,0.06259408602863982,2.8996933663670177,-0.08788146059045186,0.005958114617730329,-3.1894069711482094,0.09627463291044287,0.003700317638835146
0.1087710634676332,0.2,-0.4503087887387125,2.0782056506029107,0.003748574668931456,-0.19535604249847943,1.6068487629084485,0.041828651596994885,-0.06457829249444112,-3.48738826630271E-4,0.05855896752814017,1.633586236446502,0.003279196240618928,1.7296038727219132,-1.8676718568718444,-3.181703974776931,0.2397774742765778,0.09521359913628179,3.4532900706531042,-0.25457621172590705,-0.19387192043695672,-0.0016768034132374381,1.9162375131228162,-0.2818221023562205,-1.4030219461954407,0.04618341730918907,0.38451439138838334,3.42124736447474,-0.5510590941831774,0.04231853309009114,-3.7183899165189893,0.6011219592406619,0.011388825007798612
