% Model,defect_cell_only_meters.mph
% Version,COMSOL 6.1.0.252
% Date,"May 17 2023, 06:32"
% Dimension,3
% Nodes,2823
% Expressions,30
% Description,"Displacement field, X-component, Displacement field, Y-component, Displacement field, Z-component"
% Length unit,m
% x,y,z,u (m) @ lambda=1,v (m) @ lambda=1,w (m) @ lambda=1,u (m) @ lambda=2,v (m) @ lambda=2,w (m) @ lambda=2,u (m) @ lambda=3,v (m) @ lambda=3,w (m) @ lambda=3,u (m) @ lambda=4,v (m) @ lambda=4,w (m) @ lambda=4,u (m) @ lambda=5,v (m) @ lambda=5,w (m) @ lambda=5,u (m) @ lambda=6,v (m) @ lambda=6,w (m) @ lambda=6,u (m) @ lambda=7,v (m) @ lambda=7,w (m) @ lambda=7,u (m) @ lambda=8,v (m) @ lambda=8,w (m) @ lambda=8,u (m) @ lambda=9,v (m) @ lambda=9,w (m) @ lambda=9,u (m) @ lambda=10,v (m) @ lambda=10,w (m) @ lambda=10
0.17499301253411745,1.0593524285508504,-0.5462000715155878,2.5552812861205614,0.001428143161290143,0.11817756235835607,1.9324880064502703,0.02126692317648971,0.041290345468690585,0.0013748583624437368,-0.06286076170636744,1.645707475332346,-9.372926866933591E-5,2.110323249619839,1.3171830867916894,2.62060047069841,-0.15297097247000477,0.06047279098795745,-3.0353026871438584,0.16401033718444316,-0.11561531902062593,2.618290683965419E-6,2.008824671810954,0.12805069213910206,-2.247595118894226,0.03190221414674221,-0.2483386072909441,1.212732494758773,-0.31225942589821076,-0.04158087209348429,-1.4186812353516418,0.34550765726909144,0.013501261081959965
0.22194014276969304,1.0153846149388666,-0.5462000715155878,2.560268768874997,0.005343865381504889,0.3422486741960764,1.9755433154884514,0.058973678459761855,0.11973304337674232,0.0028291891022478722,-0.06023774584876175,1.652300574245579,-7.053212679413529E-4,2.105802997742217,1.1470499930975038,2.3332160909932314,-0.4459238570407607,0.16225727565214507,-2.709379307966786,0.47785250851014827,-0.30908045255051003,-0.002853880818047804,1.998012790589073,0.08904061075491483,-2.1829212362525605,0.09013232388881588,-0.7209612918670342,0.5091952189618776,-0.8616952316524251,-0.16025361936392407,-0.6103847657232963,0.9555303581317923,0.10110594098024657
0.24853879453408484,0.977087043399616,-0.5244706698798258,2.4602801102528455,0.0072310825121781035,0.4692380596721127,1.9732776333367616,0.07649430426902108,0.16188772196857573,0.004622284927092896,-0.05538676907813768,1.6591373846745578,-1.4193679771660713E-4,2.0164375122013256,1.00036984520094,2.0291829403055877,-0.618876097784978,0.20148403290972577,-2.3280829558060443,0.6654752425044494,-0.385710802919859,-0.003359140184036915,1.9687138227880325,0.05835620097061563,-1.892299790172072,0.11892960589161086,-0.990633543279596,-0.018687193315788046,-1.1219073965369295,-0.2599318701891242,0.01965953371680594,1.246248472803256,0.20841195378898097
0.03749999999999999,1.0824407497498063,-0.47902184202751813,2.2303031290249766,-0.011758979506276966,-0.5369084001306325,1.7880769674944836,-0.10823841069262215,-0.1898087639281725,-0.0030436468741062896,-0.06155459792527249,1.637421693163198,-0.0022813003319846342,1.8401172928188432,1.3976000025106432,2.589125625743833,0.6741752878405941,-0.2859644325358816,-2.8732432814498163,-0.7210924422979376,0.5433107767714352,0.0026827420476568196,1.9418775821169583,0.1409548240250427,-1.5645326499716175,-0.15064840197675788,1.1089050653233483,1.7109649550761927,1.4834127417249185,0.12381903482730591,-1.8864105365007733,-1.633851550243883,0.026820444005875573
0,1.0440554822444894,-0.4869931779764153,2.2731321124871853,-0.015308143710126372,-0.716703638452909,1.8417555668486758,-0.14010920124626255,-0.25368356188678787,-0.0048050955135658865,-0.05937212313674744,1.6428761527874265,-0.0022985895294966507,1.8696641257090227,1.2476796283549303,2.3734422313688226,0.915651330464153,-0.3633844104660557,-2.649998251348318,-0.9868667737601579,0.6875330972888143,0.0035878925994103565,1.9445321712406674,0.10186212286383912,-1.6004225821337703,-0.20641508440089604,1.5144586702845741,1.1211391685030474,1.979600886193668,0.23315652587182387,-1.2356584226621625,-2.194258935923085,-0.06931029742289184
0.045783589601047295,0.9864162575320857,-0.4929304284501526,2.3080307363449113,-0.009464613874376101,-0.4975699890904666,1.9105880218043558,-0.08562497928910899,-0.1709871065588646,-0.0036289883559300004,-0.05559877002148853,1.6563888975050525,-7.857787445174434E-4,1.89068175867019,1.0329545966161968,2.024670851252556,0.6460706254286682,-0.2179047765317844,-2.2728380107310135,-0.6906189201495285,0.41802883920630923,0.003276327505043411,1.9403088505311694,0.0607009324452495,-1.5612040213267269,-0.13018989144588872,1.0372140834366448,0.21268147140749166,1.2064182052431225,0.23707286221402918,-0.21736480317597864,-1.3326859676078076,-0.17116577731120503
0,0.9692586047375643,-0.47171415958473273,2.208082277409601,-0.013577785460200912,-0.7162376598354941,1.888303106230295,-0.12412857601493797,-0.24417003917922295,-0.0065282914764189645,-0.0535947756473046,1.6585101797133188,-0.002404355430045225,1.8032239388546618,0.9650287731045997,1.86604234078312,0.9319267115275108,-0.2989828654101005,-2.061188229725627,-0.9982399467772515,0.5762399170836181,0.0021962618137396023,1.9142746282254812,0.043367658754030265,-1.3147785659398366,-0.19352087074134003,1.5129511100710438,0.05248957415960601,1.7445104257835393,0.3576286519714205,-0.018535346392738263,-1.9242887719679542,-0.2850903734810921
0.10813435840418918,1.0578936437549031,-0.524561667096982,2.4516869107281845,-0.004553091181118738,-0.2003821535589782,1.8958226986550029,-0.03731800922823493,-0.07059325789664662,-2.2037819215304374E-4,-0.061605813260147815,1.6451816866162665,2.086695741077432E-4,2.0237247827331184,1.3097564675718902,2.557320303777941,0.25627161995977404,-0.10139784530600279,-2.9248061015504825,-0.273075153498656,0.19310392625338588,0.0027577636374632496,1.98718174906835,0.1246118888879901,-2.012098000031067,-0.05467124037147471,0.4140365567410592,1.2338129490778587,0.5265252144242628,0.06651042246656512,-1.413662368954846,-0.5827850492342957,-0.019045880735345373
0.09156717920209459,1.003573910326607,-0.5141466973155724,2.4078901262673464,-0.005636892935856976,-0.2792999199608109,1.9317040150781422,-0.04827629724064986,-0.09686174171427007,-0.0012550309744616373,-0.057776351758597404,1.6541866531529044,1.328777934302434E-4,1.9775029972063178,1.1006510621149337,2.1830331485853525,0.3611250697094255,-0.12753705377843746,-2.4854562721449374,-0.3845834670800991,0.24383382043376842,0.003049286145494481,1.9653805161585352,0.07742303249310373,-1.8131533880035773,-0.07260032707018466,0.578655144180003,0.398415103224476,0.680560903906173,0.12737588321191676,-0.44897483252733283,-0.7520896570763758,-0.08302276853645217
0.15588919411992086,1.0454690216525742,-0.5084809050640788,2.3758903344144042,-2.3200292465163752E-4,0.027129953673941012,1.8801903758484895,0.004702542208242429,0.009128298609981702,0.001046906992987359,-0.06068429605531979,1.6467175369138116,2.5466094957368827E-4,1.958018552696745,1.2605557499148017,2.438060757310715,-0.03580080088536029,0.013792417854649354,-2.7617794399410376,0.039053395607682395,-0.026787877272843222,9.690812358372426E-4,1.9679031547431722,0.11210054230405267,-1.8136882143651043,0.006992961146391707,-0.05790955762142848,1.0618230476142914,-0.07249362876164711,-0.009360924646755578,-1.1968229586392312,0.07996999843105243,0.0030759298921391735
0.06453358960104728,0.9527457039928336,-0.5149087936776406,2.4169669862099057,-0.00720661132325426,-0.408329494072286,1.9789210182891865,-0.06313233365407721,-0.1394929592327253,-0.002845491107365853,-0.052351441652899115,1.6645401720219584,2.846794140794637E-4,1.9769046362868397,0.910210900416719,1.8457314183925801,0.5379888511059058,-0.16143398082129493,-2.105023353506993,-0.5742875327026516,0.31020890370508686,0.003936770875055496,1.9552405547362566,0.04395008177845152,-1.7476487582748204,-0.0983765275055797,0.8539970706812985,-0.355774041791765,0.9037451711273616,0.24756502437325675,0.41381992434671366,-1.0004469297116183,-0.21944226956405458
0.09412208255547534,0.8992714035228854,-0.5149087936776408,2.4220376433149493,-0.0041935247541538415,-0.2671442497838636,2.0221904627568246,-0.034256085762967424,-0.08943022056849098,-0.001957632026257564,-0.0447964525782186,1.6764220766647007,3.732499763123441E-4,1.974244584496205,0.7150234927774854,1.4756528232448074,0.35554393532260087,-0.085453852208099,-1.683813536292672,-0.37664515689859424,0.16548277181651905,0.0025206685393900103,1.9442658929431387,0.021635408124928476,-1.666542361590605,-0.05419741365858886,0.5554412007585854,-1.091113802696518,0.48462535541269713,0.2011606488285885,1.2572297536787895,-0.534514539593527,-0.20702776705451773
0.13819443867799946,0.9107098054291436,-0.503280292173045,2.3652916717666788,-0.0014852978277834117,-0.0569787971355785,1.9950555907243532,-0.007903972917536637,-0.019225450192648152,2.7855831793731904E-4,-0.04640440519764067,1.6742775568172832,2.6620807985412536E-4,1.9290118891275605,0.7565406336492377,1.5376212747277407,0.07448008852027807,-0.0189610327738551,-1.739573570100028,-0.07791601958364283,0.03649486559869763,9.570413766049592E-4,1.9360097066177702,0.025491139152644178,-1.5476095695696481,-0.012183338521628095,0.11605371414070294,-0.9114995910567373,0.10517970014371622,0.039427605466938916,1.053969827616458,-0.11561735458297155,-0.03934992238482345
0.10973465094723756,0.8908757301675794,-0.4712055571118427,2.213303837371231,-0.003060055449275125,-0.1923748049217648,1.9568761922992124,-0.024588991444679062,-0.06256237549701035,-0.0013835534131284644,-0.04286785720555864,1.6786987237590063,-1.1410778604607584E-4,1.800609336321283,0.6829125514816669,1.3530458090327362,0.25244816416696236,-0.05818984618485144,-1.4930820518470407,-0.26388851810180863,0.11431821300647682,9.766641646342237E-4,1.9018086317950111,0.01526461849475846,-1.1623830925481196,-0.03843374473022413,0.3911508203795854,-1.0274800086084281,0.33024286799908353,0.13007476085221598,1.1916103556888435,-0.35984554977595423,-0.13441143560237195
0.19402489259695335,0.8603407719215947,-0.48500220046222436,2.2818941512509805,0.0015327709301262407,0.20907292841504724,1.999746863205011,0.022097488703643253,0.06728596333705689,0.0034134677790740404,-0.03727953790602154,1.6848710251511478,6.302641813022599E-4,1.8552900645564938,0.573288787590032,1.1610283052153503,-0.28018182722387236,0.0539807479230756,-1.2952420111529868,0.2955541392466559,-0.10678787283434839,-2.721375211424853E-4,1.9111874327359717,0.008668993007273855,-1.281285861555259,0.03535205700021603,-0.43221931037137107,-1.415539288904088,-0.31446538088575,-0.16373193481673418,1.6302266045263016,0.3440330612664304,0.17920472517063776
0.1125,0.7523932406237784,-0.38126294683189427,1.7913306241031397,-0.0011827639760172701,-0.17840922452110175,1.8888480291298317,-0.007671484856414003,-0.05058847914725223,-0.0014540227758336936,-0.01459181001326149,1.7050431020928014,2.080577129754868E-4,1.4416996483024327,0.18741046950425402,0.3446048437894789,0.22777334872185742,-0.014437523536924849,-0.34467638604747824,-0.22017202276314055,0.030376390575087137,-2.0556332004049562E-4,1.7911237878476673,-0.003725588119647741,-0.014468970757927151,-0.012187508850734883,0.3368584218355415,-1.7131868889339246,0.08516289332947839,0.12106915078779462,1.8785384161210368,-0.08731779310075316,-0.15093405846150504
0.09614026031943441,0.7903981807441093,-0.43638557068312095,2.0533576191973926,-0.002235748223747369,-0.2567568023989049,1.9583191051877622,-0.017286422348387735,-0.07834702585293397,-0.0024539099662688035,-0.02288370248851039,1.6979716019677087,-2.1720024971065558E-5,1.6619201766865646,0.322472909971328,0.6287699789148498,0.3404080486160418,-0.03692091658046804,-0.6707642340229706,-0.3475867844060926,0.07477968857811595,6.965082642778005E-5,1.8565392164902543,-0.0023086701129459435,-0.6643139257358238,-0.027729456758472975,0.5146010098734272,-1.768068426439037,0.22164568860110295,0.2009760296980119,2.0023490227360217,-0.23734776954814202,-0.23889147741451294
0.15,0.8127635547213721,-0.4150198791902739,1.9499818542588818,-6.11748426965797E-4,-5.931590603483091E-4,1.9167697526292262,-3.605166005015165E-4,-4.5216103532780147E-4,8.687119111725599E-4,-0.028320234109821995,1.6955464776023226,4.691573897592405E-4,1.5757388748425356,0.4019189419140492,0.7638847229193629,1.718073947002078E-4,-1.634618346681194E-4,-0.7974295933140588,6.387921926929771E-4,-8.273784600061812E-5,3.501276916193722E-4,1.8330311237116355,-0.002450406832921229,-0.43225628541135275,-5.964494013852447E-4,-2.3713478132914747E-4,-1.5442323542153271,9.920260559215184E-5,5.337469906988523E-5,1.7387408069855688,-1.954668614982776E-4,-1.1076433697426579E-4
0.08456104127773767,0.8556022285463878,-0.442554020594059,2.0789081615116203,-0.003911539385750927,-0.31192021024345373,1.9344183164511788,-0.03446932732052443,-0.09782720939996266,-0.0030636749816445163,-0.036717967421080806,1.6865279605549235,-6.232979289054961E-4,1.685336424076518,0.5548182562807155,1.0773671535284468,0.4086641797394268,-0.0767050421587574,-1.1583295402153697,-0.4214584740550626,0.1537602371066398,1.856320201217514E-4,1.8672397705563972,0.0036728060753288866,-0.7995360996773663,-0.05452482550822201,0.6279075746786695,-1.281326946516408,0.44913467412052926,0.2163227627464386,1.4704640429380123,-0.4832722700582542,-0.2390579904906084
0.20625,0.6732459982233363,-0.36066275129358816,1.6936245049361078,-0.001008187671432208,0.2661648558024962,1.864201129073495,-0.006045959797010641,0.0722991000155986,0.004300877235302965,0.00533489035847075,1.7084540617493142,3.5979728192270943E-4,1.3594060117266007,-0.09339567503219764,-0.17134427972926322,-0.33625414939139614,-0.010762723833516667,0.16727526229233994,0.31859068556616355,0.02339467392508053,-3.690451299467335E-4,1.7646339221049059,0.002741416784174541,0.21651301597798514,-0.009836803339236942,-0.4936190170982625,-1.685448689233349,0.06451940199069361,-0.1728978522648689,1.8165108083947976,-0.06491095523677813,0.22178635299816202
0.225,0.6615969121972939,-0.42091943482958877,1.9811068421993714,-0.0015798531020991245,0.3562186587688992,1.948704768577074,-0.010617705031100218,0.10546724034386777,0.00560560291928261,0.007446584117611686,1.7041649381449842,3.416815730320317E-4,1.6009786595815854,-0.13465395476959494,-0.26282770560817065,-0.47398990589485246,-0.021599239213962104,0.27658340898259587,0.47998420574302264,0.04458057650545467,-3.0705922548837297E-4,1.8377089971469946,0.0024312313268526546,-0.4677906420905498,-0.017693619182081084,-0.7134225567007593,-1.9056110321688642,0.13387588713484166,-0.28414379659716776,2.1376823404121787,-0.14252038881575,0.3500040098552671
0.2625,0.6585120109756426,-0.3784472513142911,1.7781367209858294,-0.0021922868044775075,0.5336796100628844,1.8843400878107655,-0.018244981837472588,0.15072984678513499,0.007805189471184907,0.008841714602085467,1.7065646297636976,-1.418417038473877E-4,1.429780013382995,-0.1453877001081211,-0.2704550051203442,-0.6902097674098289,-0.03380308020575696,0.27030220979401004,0.6716934211964017,0.07280345381084223,-0.0010669809054893976,1.7859127194163025,0.0040908074917808115,-0.01243929686697237,-0.030473091389720725,-1.041513262323306,-1.6810410280246513,0.21521042089935472,-0.3775037995950201,1.8430070868674313,-0.220914713555979,0.48477493321868675
0.225,0.7315711704208663,-0.42592867543682017,2.005179049740181,1.8890291306076799E-4,0.3562167806491632,1.9571594542135604,0.008210301268815076,0.1059481047921054,0.005598224441133847,-0.00929023909222168,1.704030092008686,8.700308832668426E-4,1.620992884195338,0.11343297456739125,0.21852723547428612,-0.47599238247457454,0.017721229025938406,-0.23007619683024666,0.48398554870208416,-0.036843773657770015,2.981107185298336E-4,1.843162182938968,-0.0018148794502601858,-0.5228852324009454,0.013357515532081496,-0.7165986319382358,-1.9438262774581268,-0.11087370189472609,-0.2898028650028771,2.185218234825366,0.11766131969927081,0.35694684361314466
0.2625,0.696554815979664,-0.44630369769557166,2.102757758098465,-7.726366976253309E-4,0.5353627161052289,1.9878739290589897,-0.0016115740573316515,0.1632694854344981,0.008020355654521775,-0.0010260833606993759,1.703973176097343,6.104846814862964E-4,1.7019901607228356,-0.01072230006926849,-0.02359215215619676,-0.732898647154402,-0.002911843222743341,0.02609404828717344,0.760436206161044,0.005910236743304934,-5.0259282636875326E-6,1.8645086366025125,2.1120061343278242E-4,-0.7668072458832995,-0.0028804996861510972,-1.1112938461418866,-2.0347880862468415,0.01836903044731338,-0.47458230501191234,2.3078778066216694,-0.020352933005693016,0.5862043688970127
0.20625,0.7831906335334762,-0.43086784126582,2.0272833263546626,9.145821883263238E-4,0.26694390455974304,1.9525068109368582,0.016040265374097293,0.08026445753134429,0.00438901915631794,-0.021324318123514555,1.6991897745432374,0.0010258555466972558,1.6400560527235006,0.2967383792232177,0.5757520666237671,-0.35442092320949237,0.035108623048254795,-0.6106649128959921,0.3618826363137353,-0.07225144917898668,5.190742562442857E-4,1.8498963449986408,-0.0028399966223871826,-0.597155771269893,0.025849451999132505,-0.5354939462167736,-1.7829018085554387,-0.21350202968512436,-0.20849067678121352,2.01365980515037,0.22773885858461268,0.2497276220732436
0.22499999999999995,0.8097530699967266,-0.4917651041680695,2.3174879981344323,0.0020522873531040454,0.35697454936238926,2.0362251787588836,0.026745638248229762,0.11420136030922955,0.005487016873635801,-0.02700015875153761,1.6933355559229832,6.37606657720202E-4,1.881329884173126,0.39189978058750463,0.807126515647648,-0.48807076148256096,0.06381260703696762,-0.9049359161086556,0.5164695139091665,-0.1266027455163313,-8.428159391440658E-4,1.911588354770947,0.001081425673889823,-1.3148088817013965,0.0439763452121411,-0.7457449893628976,-1.8802484464698799,-0.3894293960276805,-0.3225818000417391,2.161487144177089,0.42796560620012447,0.37435042898271104
0.3,0.7384615384615387,-0.4666787199543234,2.199572705438638,0.0015433170872948627,0.7149093630124056,2.0124803824855166,0.020508631843407066,0.22388471610223357,0.010403531111018329,-0.010721349556951544,1.7019268458196102,9.30478907358885E-4,1.782317405740829,0.13751953808273965,0.27679061328788546,-1.0044165133487033,0.04442036990249255,-0.3033208001970511,1.066014501258053,-0.08956525771928424,-2.3277370767681868E-4,1.8852619939243833,-0.002438134253735652,-1.0221127592204644,0.0351267677506441,-1.5311054251542136,-2.0233968521494106,-0.30710345504583264,-0.674123829186162,2.313487499676914,0.33772548913653433,0.8287908209411955
0.253125,0.7608260859975075,-0.4487732806100717,2.113672722395631,0.0015628356181672835,0.49058113240133516,1.9844869865871457,0.02185041038018209,0.15052290987595596,0.007356519171978857,-0.01601578285741249,1.7008453229290044,0.001081570507940565,1.7114737522204964,0.21709185085612862,0.4297001040216007,-0.6675813227434486,0.04771441381021427,-0.46356658558587305,0.6933207398958472,-0.09718116016668704,1.8373772494704522E-4,1.8679654706681528,-0.0027868764183231194,-0.8049473583327322,0.03632165008778924,-1.0144658355286857,-1.9343403714229654,-0.3053878077556818,-0.42286472628408345,2.198639378060015,0.3303092526034358,0.5139143643957158
0.18749999999999997,0.834810096646086,-0.43580700709481984,2.048080631374908,9.678388074900076E-4,0.17767907862048563,1.9368743338963275,0.016764537929878073,0.0543860853413669,0.0031637471209286514,-0.03263170846001296,1.6909184599408251,9.868694555891485E-4,1.6588267012390454,0.4806319161223928,0.9306299298791625,-0.233591533454339,0.03783553442893683,-0.9934273830793144,0.24015689535780463,-0.07705981588246558,6.330682960921043E-4,1.8579719454766062,6.886211398521811E-4,-0.69362864005182,0.02657403495033776,-0.356320701126412,-1.4525720615739244,-0.2225849694977757,-0.12714031081136132,1.6547428622852844,0.238095649632476,0.14433064428523987
0.30000000000000004,0.8153846153846152,-0.4666787199543232,2.196725325314831,0.005748576468325674,0.7147651368709493,1.9887847562368821,0.06043880141721588,0.22727639720043455,0.009995856038642363,-0.027741784941655672,1.6930494341653894,0.001558771655480106,1.781766358796813,0.4100502779501956,0.8226449029655493,-0.988241482008625,0.1325454028277451,-0.9032514232080544,1.0508530185839189,-0.2651820074871364,-5.293793011774483E-4,1.888911736636089,-0.0029248942651950638,-1.0664006814329703,0.10272503587486194,-1.5266533924385246,-1.6365289417925,-0.8874542509576896,-0.611246041141275,1.879281020861851,0.9769224929351951,0.7207340252672825
0.12906717920209457,0.9747221772164366,-0.4964782273781199,2.3262450098628076,-0.0023521412076637637,-0.10048847801773599,1.9290669946977423,-0.01662217593948366,-0.03437723864054931,-6.080652233732346E-5,-0.05484122644307753,1.6601066820754464,9.352882200798437E-5,1.9048445267548224,0.9916698789104642,1.9564147392586053,0.1293075513973259,-0.042112317844805375,-2.2016345841613565,-0.13629143477587166,0.08092818493225319,0.0014059438007658432,1.9415549390204607,0.05662406994224089,-1.5673564084035545,-0.02498343041333617,0.20483025642895472,3.058499392418685E-4,0.22546343748852607,0.050555066868905436,0.019581337857707774,-0.2477459591258795,-0.03905044211386622
0.12534721933899973,0.8824800568122735,-0.42750232054604465,2.004603933211342,-0.002003483935083312,-0.11779364378087098,1.8929780542550672,-0.015269397506226004,-0.03692557459679147,-6.360350111173297E-4,-0.04250575526258581,1.6810164317581886,-1.7116353700158263E-4,1.6239965433921733,0.6509038002399398,1.2357150842826565,0.15024641884967024,-0.03345018738907047,-1.3102722648292184,-0.15288030908733408,0.0670508597547926,2.3762962063256408E-4,1.8518328519604406,0.008367425211320048,-0.6544696822363751,-0.023392513048349453,0.23076419740291157,-0.9649518936966404,0.188018061948986,0.0701330945893935,1.1170472583541422,-0.20034413561248157,-0.07300868746416274
0.15,0.8915507106779701,-0.4683947876592577,2.199766137485743,-6.832036532406741E-4,-6.967897946261793E-4,1.9521406011411861,-3.734574143904159E-4,-5.259849322764974E-4,8.693480531310128E-4,-0.04306384139545358,1.6786658697717691,3.460012987406696E-4,1.7894224918512485,0.6854023980000492,1.3537265130712584,1.6932915740810247E-4,-1.3572095895522226E-4,-1.4903636915682705,6.419486828569966E-4,-1.4346731664933028E-4,5.658871906587765E-4,1.8988446560218653,0.01555294507577703,-1.1283673615293357,-5.176124812711562E-4,-1.533004802320401E-4,-1.0146679097402174,-3.34827379901971E-4,4.616580933798198E-5,1.1767417759404044,2.7454070097449827E-4,1.3570703672619836E-5
0.21453358960104724,0.9527457039928336,-0.5149087936776406,2.4169719242101326,0.004045428829767773,0.30685070318671664,1.9794711427732985,0.046562037393771294,0.10409291791728585,0.003675179770160551,-0.05251671104214903,1.6647962351905177,2.1365043971004248E-4,1.97706804462355,0.9105343451464342,1.8459174477630687,-0.404515993414927,0.12159316479798431,-2.105048445273383,0.43196797456891595,-0.23457927856499314,-0.0016447816144026794,1.9547107009407487,0.044722644015102175,-1.7435909787381432,0.0723608134576395,-0.6415808879513496,-0.3656141258241161,-0.6722698957727323,-0.18554126421866976,0.4245080568152588,0.742545772810924,0.16381937506875133
0.18226679480052363,0.9221482073354018,-0.49165179066844916,2.308474679332775,0.0014247043561137621,0.15294351487221466,1.9666276555940818,0.021106567671401608,0.0504575624444854,0.0025075565792415187,-0.04794909857602258,1.671736713160947,5.174304014224739E-4,1.8831839322354256,0.7974553066381579,1.5969961309408023,-0.20179661356534098,0.05375023159901295,-1.7913280815776316,0.21406681049998194,-0.10508342274510757,-6.454309272193315E-5,1.9268635457975944,0.028620650402539208,-1.4348708911041224,0.032800078074373906,-0.31637029233298786,-0.7180065204349989,-0.2999259426556933,-0.09853208960281744,0.8376868810241799,0.3288467378909097,0.09474455845945993
0.225,0.8915507106779701,-0.4683947876592577,2.1997864532100255,0.0038491250675944523,0.35641990263708423,1.95099578095048,0.04538501256753736,0.11521730149872618,0.005078195495556644,-0.04295649697833401,1.6783732265583893,0.0012810769116630679,1.7891355787116583,0.6845009399701225,1.3531386257320106,-0.47118733989050793,0.10836295215229824,-1.4898537097994895,0.4961494928123145,-0.21406281071202757,-6.56115150894506E-5,1.898499361630855,0.014058586411468175,-1.1391198887557403,0.07176907602927735,-0.7338185794375606,-0.9950460277346052,-0.6291477943100573,-0.24104567052107476,1.1564187910696218,0.6862932315481843,0.24977062745944859
0.24374999999999997,0.8526047725776114,-0.443416885695829,2.0832518700659213,0.00409091368382501,0.445504161749655,1.9365545964693145,0.0481884218702946,0.1394376672207131,0.006505657261776753,-0.03608480557141101,1.687014100273934,0.0018473717725505077,1.6886407499116314,0.5434637680947045,1.0575230894525025,-0.5892579477534897,0.10773735928437825,-1.137780755433655,0.6121463096603416,-0.21686416958066262,8.273945693730902E-4,1.867302266004209,0.0021118410166372633,-0.8155648510699864,0.07760091216145557,-0.9105908725481167,-1.2943558537132733,-0.6493189443312164,-0.31645753691374373,1.4862352564027186,0.7005257757668333,0.3535920110118462
0.18641409379828344,0.9899626490580119,-0.5119870483572629,2.399011699560781,0.00217844689516713,0.17264969890320495,1.9412337527254073,0.02852909376176763,0.058993244709600205,0.0022687874636381435,-0.056641828358431054,1.6571109766542973,2.926656582396886E-4,1.9679443395220344,1.0495313278319225,2.0889177355279696,-0.22479007331913145,0.07645226598872208,-2.3754911835865324,0.24000791613793118,-0.14719436846712475,-3.5738250843784136E-4,1.9599758919616241,0.06806873123903978,-1.764720326861083,0.043259451669393725,-0.35937962973538734,0.18815118945961185,-0.40895775781155674,-0.08482534612158707,-0.20701492447800648,0.45075561797979213,0.06101230995702255
0.075,1.035370836229901,-0.46805825608518975,2.1829719559863467,-0.007455630807823289,-0.35769506881494356,1.8187975887300774,-0.0683042088170087,-0.12335600097465217,-0.0023888080176588927,-0.060276243557433114,1.6455120125887361,-0.0015529635455782459,1.7921631098235813,1.2159470935880181,2.2751505333085835,0.44953495830591644,-0.17457962104321745,-2.507001720373736,-0.4762201129840235,0.33552678180841977,0.0016547906669169762,1.9211736916927693,0.09628970866445236,-1.3581466727966358,-0.0971426637136024,0.7263304586773569,0.9929381016285354,0.912386872390668,0.11098082684656646,-1.069154685045817,-0.997603229195185,-0.03241027573005558
0.05101679480052365,0.9164061978983442,-0.4556915938073246,2.1366359312235033,-0.007449783712973416,-0.4719281570520445,1.9102457674411966,-0.06880690008782149,-0.15403824956081721,-0.004667110001064263,-0.04729317294069268,1.6722858862346406,-0.0015047095907339805,1.7376221382017578,0.7732147735652116,1.497911011511545,0.6141909152087149,-0.1602512840761765,-1.6321840312625249,-0.6445097996165465,0.31531999319665144,7.355945804525947E-4,1.8883009839749791,0.01981848122543668,-1.0382114600044838,-0.10756218425777572,0.9670242666937552,-0.6382918697310839,0.9249482224950222,0.27952228150808167,0.7597463215226058,-1.006071631323951,-0.2716310027778545
0.05864026031943442,0.8614687841809602,-0.40603943276996374,1.9036973663819239,-0.0053927166713664005,-0.4345792760365021,1.8728299421997714,-0.052325767986617346,-0.13227480279132164,-0.00482801749022511,-0.0392513101194787,1.6859023868664813,-0.0018583402538000602,1.5365406350781219,0.5742253046894313,1.071365870240745,0.5541907399303494,-0.109093008041897,-1.1096094808775732,-0.5584866203941254,0.2234631710450774,-0.0015339048048383455,1.8235887196744325,-1.6567974998912217E-4,-0.4050910039512211,-0.08245927179199275,0.8557211464361492,-1.0730654176516052,0.6401852552685194,0.26299763350484906,1.2272105756570548,-0.673838000577126,-0.2907930566121439
0.08851679480052364,0.9883162606743098,-0.4555233280202906,2.128174526103536,-0.005674579889583598,-0.2931417020305939,1.8454856396065937,-0.051886047632686755,-0.09848036273112987,-0.0022705917559864546,-0.05701655437638015,1.6552423730099308,-0.0012944586801953142,1.7384994625922585,1.0377739855982098,1.956678849482237,0.36968796394744236,-0.1274926889523512,-2.13450987270109,-0.38786223749498006,0.24772623723902684,9.116595320878236E-4,1.8984232587592438,0.05869573334287697,-1.137548958310192,-0.07578224027711779,0.589145652306264,0.31481949365118034,0.6777882295266964,0.11738867648720501,-0.30145740344197586,-0.7357301492964665,-0.0740616848104896
0,0.8506507963130898,-0.40380127679398625,1.8937683531355132,-0.008835170748949973,-0.714097743786698,1.8728216892280194,-0.08405174785798229,-0.21824193052428328,-0.00848091459478592,-0.03712638915374906,1.6879504337317843,-0.0031141201731234728,1.5266005487195087,0.534236257993271,0.9956403107605335,0.9236103491549622,-0.16797128110673884,-1.0275708834563082,-0.9362084226858615,0.34570068667753867,-0.002890481587707723,1.819388190908865,-0.005057447855263965,-0.4028550902787768,-0.13839735305936632,1.4595197023474034,-1.1006428817535334,1.0620833233161877,0.46373045871607393,1.2565306987048361,-1.121555596295902,-0.5383492373585745
